lens,role_unit_key,induction_k,induced_cluster,cluster_dominant_role,cluster_dominant_role_share,dominant_role,occurrences,status_standard,supported_standard,supported_loose,induced_agrees_with_audited_role,induced_high_purity
broad_shape,OGB|y,50,41,R00,0.8,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OG|NONE,50,24,R00,0.625,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OG|y,50,31,R00,0.923,R00,26,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
broad_shape,OI|r,50,24,R00,0.625,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OLB|edy,50,34,R00,0.903,R00,17,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OLOL|y,50,9,R00,0.638,R00,16,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OLO|NONE,50,24,R00,0.625,R00,15,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OLO|m,50,9,R00,0.638,R00,23,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OLX|NONE,50,24,R00,0.625,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OL|aiin,50,9,R00,0.638,R00,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OL|al,50,9,R00,0.638,R00,21,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OL|ar,50,9,R00,0.638,R00,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OL|dy,50,9,R00,0.638,R00,34,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,OL|ol,50,9,R00,0.638,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OL|or,50,9,R00,0.638,R00,11,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,OL|y,50,9,R00,0.638,R00,86,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OXGX|y,50,9,R00,0.638,R00,23,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,True
broad_shape,OX|NONE,50,24,R00,0.625,R00,20,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,True
broad_shape,O|NONE,50,24,R00,0.625,R00,18,CONTEXTUAL_ROLE_SIGNAL,False,True,True,True
broad_shape,O|dy,50,16,R00,0.837,R00,43,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
broad_shape,O|iin,50,7,R10,0.364,R10,391,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,O|in,50,7,R10,0.364,R06,227,LOW_POWER_OR_UNSTABLE,False,False,False,False
broad_shape,O|l,50,18,R06,0.4,R07,506,LOW_POWER_OR_UNSTABLE,False,False,False,False
broad_shape,O|m,50,43,R06,0.578,R06,73,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,O|n,50,43,R06,0.578,R00,17,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
broad_shape,O|r,50,18,R06,0.4,R06,396,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,XGX|aiin,50,32,R00,0.321,R00,11,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,XGX|edy,50,23,R06,0.223,R00,12,LOW_POWER_OR_UNSTABLE,False,False,False,False
broad_shape,XGX|ey,50,47,R00,0.459,R00,37,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,XGX|ol,50,32,R00,0.321,R07,30,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
broad_shape,XGX|or,50,32,R00,0.321,R04,18,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
broad_shape,XGX|y,50,14,R00,0.558,R00,122,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,XO|NONE,50,25,R00,0.442,R06,24,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,False,False
broad_shape,X|NONE,50,3,R06,0.67,R06,46,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
broad_shape,X|y,50,42,R06,0.933,R06,30,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
stolfi_inspired_signature,G_k|S_BDY|T_dy,50,5,R00,0.5,H09,26,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,G_k|S_BEY|T_ey,50,19,R00,0.567,H08,17,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
stolfi_inspired_signature,G_k|S_BY|T_y,50,34,R00,0.562,R00,24,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_EDY|T_dy,50,38,H12,0.369,H12,123,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,G_k|S_EDY|T_edy,50,38,H12,0.369,H01,118,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,G_k|S_EGY|T_y,50,9,R00,0.454,R06,28,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,False,False
stolfi_inspired_signature,G_k|S_EODY|T_dy,50,11,R00,0.698,R00,26,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_EOL|T_ol,50,8,H08,0.645,H08,21,LOW_POWER_OR_UNSTABLE,False,False,True,True
stolfi_inspired_signature,G_k|S_EXGXY|T_y,50,45,R00,1.0,R00,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_EY|T_ey,50,8,H08,0.645,H08,114,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_EY|T_y,50,8,H08,0.645,H08,37,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_GBY|T_y,50,9,R00,0.454,R06,20,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,False,False
stolfi_inspired_signature,G_k|S_GEDY|T_edy,50,26,R00,0.702,R00,22,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_GEDY|T_eedy,50,26,R00,0.702,R00,25,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_GEODY|T_dy,50,11,R00,0.698,R00,17,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_GEOL|T_ol,50,31,R06,0.846,R06,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_GEY|T_eey,50,20,R06,0.603,R00,32,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
stolfi_inspired_signature,G_k|S_GEY|T_ey,50,20,R06,0.603,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_GOEL|T_ain,50,2,R06,0.571,R06,14,LOW_POWER_OR_UNSTABLE,False,False,True,True
stolfi_inspired_signature,G_k|S_GOIL|T_aiin,50,43,R06,0.75,R06,27,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_GOL|T_ar,50,20,R06,0.603,R06,24,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,True
stolfi_inspired_signature,G_k|S_GOL|T_ol,50,20,R06,0.603,R06,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_GO|T_NONE,50,42,R00,0.7,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_GY|T_y,50,9,R00,0.454,H01,91,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,G_k|S_LGEDY|T_eedy,50,49,R00,0.824,R00,17,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_LGEY|T_eey,50,49,R00,0.824,R00,17,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_ODY|T_dy,50,11,R00,0.698,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_OEL|T_in,50,4,R06,0.366,H08,94,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,G_k|S_OGY|T_y,50,9,R00,0.454,R00,16,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,G_k|S_OIL|T_iin,50,14,R10,0.529,H08,86,LOW_POWER_OR_UNSTABLE,False,False,False,False
stolfi_inspired_signature,G_k|S_OLDY|T_dy,50,21,R00,0.588,R00,17,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_k|S_OLY|T_y,50,10,R00,0.54,R00,22,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,False
stolfi_inspired_signature,G_k|S_OL|T_l,50,23,R06,0.4,R07,116,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,G_k|S_OL|T_m,50,35,R06,0.587,H08,13,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
stolfi_inspired_signature,G_k|S_OL|T_r,50,23,R06,0.4,R03,68,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,False,False
stolfi_inspired_signature,G_k|S_XGXEY|T_ey,50,33,R00,0.412,R00,20,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,G_k|S_XGXY|T_y,50,9,R00,0.454,R00,74,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,False
stolfi_inspired_signature,G_p|S_GBEDY|T_edy,50,7,R00,0.587,R00,21,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_p|S_GBEY|T_ey,50,19,R00,0.567,R00,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_t|S_BDY|T_dy,50,5,R00,0.5,R00,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,G_t|S_BEDY|T_edy,50,16,R01,0.429,H15,13,LOW_POWER_OR_UNSTABLE,False,False,False,False
stolfi_inspired_signature,G_t|S_BY|T_y,50,34,R00,0.562,H13,16,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
stolfi_inspired_signature,G_t|S_EDY|T_dy,50,16,R01,0.429,R01,52,LOW_POWER_OR_UNSTABLE,False,False,True,False
stolfi_inspired_signature,G_t|S_EDY|T_edy,50,16,R01,0.429,H01,40,LOW_POWER_OR_UNSTABLE,False,False,False,False
stolfi_inspired_signature,G_t|S_EXGXY|T_y,50,24,R04,0.451,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,G_t|S_EY|T_ey,50,47,R01,0.697,R01,18,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_t|S_EY|T_y,50,47,R01,0.697,R01,15,LOW_POWER_OR_UNSTABLE,False,False,True,True
stolfi_inspired_signature,G_t|S_GBOL|T_or,50,29,R04,0.565,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
stolfi_inspired_signature,G_t|S_GBY|T_y,50,24,R04,0.451,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,G_t|S_GEDY|T_edy,50,36,R06,0.611,R06,15,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_t|S_GEDY|T_eedy,50,36,R06,0.611,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
stolfi_inspired_signature,G_t|S_GEY|T_eey,50,36,R06,0.611,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_t|S_GOIL|T_aiin,50,43,R06,0.75,R06,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_t|S_GY|T_y,50,9,R00,0.454,H01,33,LOW_POWER_OR_UNSTABLE,False,False,False,False
stolfi_inspired_signature,G_t|S_OEL|T_in,50,4,R06,0.366,R00,40,LOW_POWER_OR_UNSTABLE,False,False,False,False
stolfi_inspired_signature,G_t|S_OIL|T_iin,50,14,R10,0.529,R10,36,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,G_t|S_OLY|T_y,50,32,R00,1.0,R00,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_t|S_OL|T_l,50,23,R06,0.4,H13,36,LOW_POWER_OR_UNSTABLE,False,False,False,False
stolfi_inspired_signature,G_t|S_OL|T_r,50,23,R06,0.4,H13,38,LOW_POWER_OR_UNSTABLE,False,False,False,False
stolfi_inspired_signature,G_t|S_OXGXY|T_y,50,24,R04,0.451,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,G_t|S_XGXEY|T_ey,50,33,R00,0.412,R04,14,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,G_t|S_XGXOL|T_or,50,29,R04,0.565,R04,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,G_t|S_XGXY|T_y,50,24,R04,0.451,R04,40,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,False
stolfi_inspired_signature,NG|S_BDY|T_dy,50,5,R00,0.5,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_BEDY|T_edy,50,7,R00,0.587,R00,39,LOW_POWER_OR_UNSTABLE,False,False,True,True
stolfi_inspired_signature,NG|S_BEOL|T_ol,50,27,R06,0.75,R06,10,LOW_POWER_OR_UNSTABLE,False,False,True,True
stolfi_inspired_signature,NG|S_BEY|T_eey,50,25,R06,0.579,R06,19,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_BEY|T_ey,50,18,R06,0.459,R00,37,LOW_POWER_OR_UNSTABLE,False,False,False,False
stolfi_inspired_signature,NG|S_BOL|T_ol,50,27,R06,0.75,R06,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_BOL|T_or,50,27,R06,0.75,R06,17,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_BO|T_NONE,50,44,R00,0.65,R00,20,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_BY|T_y,50,34,R00,0.562,R00,33,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
stolfi_inspired_signature,NG|S_DOIL|T_aiin,50,13,R10,0.279,R10,20,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_DOL|T_al,50,13,R10,0.279,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,NG|S_DOL|T_ar,50,13,R10,0.279,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,NG|S_DO|T_NONE,50,1,R00,0.416,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,NG|S_DY|T_y,50,1,R00,0.416,R02,88,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,NG|S_EDY|T_dy,50,46,R06,0.5,R06,192,LOW_POWER_OR_UNSTABLE,False,False,True,False
stolfi_inspired_signature,NG|S_EDY|T_edy,50,3,R06,0.636,R06,45,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
stolfi_inspired_signature,NG|S_ED|T_NONE,50,1,R00,0.416,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,NG|S_EODY|T_dy,50,40,R00,0.712,R00,27,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_EOL|T_al,50,15,R00,0.625,R00,14,LOW_POWER_OR_UNSTABLE,False,False,True,True
stolfi_inspired_signature,NG|S_EOL|T_ar,50,15,R00,0.625,R00,23,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,True
stolfi_inspired_signature,NG|S_EOL|T_ol,50,15,R00,0.625,R00,51,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_EOL|T_or,50,12,R00,0.667,R00,27,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_EO|T_NONE,50,1,R00,0.416,R00,16,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_EX|T_NONE,50,1,R00,0.416,R00,23,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,False
stolfi_inspired_signature,NG|S_EY|T_ey,50,39,R06,0.946,R06,63,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
stolfi_inspired_signature,NG|S_EY|T_y,50,39,R06,0.946,R06,104,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
stolfi_inspired_signature,NG|S_IL|T_in,50,3,R06,0.636,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
stolfi_inspired_signature,NG|S_LBEDY|T_edy,50,17,R00,1.0,R00,45,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
stolfi_inspired_signature,NG|S_LBEY|T_ey,50,41,R00,0.8,R00,25,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
stolfi_inspired_signature,NG|S_LOIL|T_aiin,50,22,R00,0.882,R00,17,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_LOL|T_ol,50,1,R00,0.416,R00,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_LOL|T_or,50,1,R00,0.416,R00,16,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_LO|T_NONE,50,1,R00,0.416,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_LY|T_y,50,37,R06,0.552,R06,29,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_L|T_NONE,50,1,R00,0.416,R06,27,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,NG|S_ODOIL|T_aiin,50,1,R00,0.416,R00,16,LOW_POWER_OR_UNSTABLE,False,False,True,False
stolfi_inspired_signature,NG|S_ODY|T_dy,50,40,R00,0.712,R00,25,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_OEL|T_in,50,4,R06,0.366,R06,93,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,False
stolfi_inspired_signature,NG|S_OEL|T_r,50,0,R06,0.72,R06,25,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_OIEL|T_iin,50,1,R00,0.416,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_OIL|T_iin,50,14,R10,0.529,R10,269,LOW_POWER_OR_UNSTABLE,False,False,True,False
stolfi_inspired_signature,NG|S_OLBEDY|T_edy,50,7,R00,0.587,R00,15,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_OLDY|T_dy,50,30,R09,0.417,R09,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_OLOLY|T_y,50,10,R00,0.54,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_OLOL|T_al,50,10,R00,0.54,R06,17,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
stolfi_inspired_signature,NG|S_OLOL|T_m,50,6,R00,0.762,R00,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_OLOL|T_ol,50,10,R00,0.54,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_OLO|T_NONE,50,6,R00,0.762,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_OLY|T_y,50,10,R00,0.54,R00,50,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_OL|T_l,50,23,R06,0.4,R06,355,LOW_POWER_OR_UNSTABLE,False,False,True,False
stolfi_inspired_signature,NG|S_OL|T_m,50,35,R06,0.587,R06,51,CONTEXTUAL_ROLE_SIGNAL,False,True,True,True
stolfi_inspired_signature,NG|S_OL|T_n,50,35,R06,0.587,R06,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
stolfi_inspired_signature,NG|S_OL|T_r,50,23,R06,0.4,R06,290,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_OX|T_NONE,50,1,R00,0.416,R00,16,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
stolfi_inspired_signature,NG|S_O|T_NONE,50,6,R00,0.762,R00,18,CONTEXTUAL_ROLE_SIGNAL,False,True,True,True
stolfi_inspired_signature,NG|S_XO|T_NONE,50,28,R06,0.917,R06,24,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
stolfi_inspired_signature,NG|S_XY|T_y,50,1,R00,0.416,R06,30,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,False,False
stolfi_inspired_signature,NG|S_X|T_NONE,50,1,R00,0.416,R06,46,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,False,False
