lens,role_unit_key,induction_k,induced_cluster,cluster_dominant_role,cluster_dominant_role_share,dominant_role,occurrences,status_standard,supported_standard,supported_loose,induced_agrees_with_audited_role,induced_high_purity
surface_token,okain,50,36,H08,0.613,R10,36,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,False,True
surface_token,okal,50,28,R07,0.343,R07,36,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,False
surface_token,okar,50,28,R07,0.343,R03,27,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,False,False
surface_token,okedy,50,1,H08,0.26,R00,34,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,False,False
surface_token,okeedy,50,1,H08,0.26,R00,33,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,False,False
surface_token,okeey,50,1,H08,0.26,R06,37,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,False,False
surface_token,okeody,50,44,R00,1.0,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,okey,50,1,H08,0.26,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
surface_token,okol,50,28,R07,0.343,R07,23,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,False
surface_token,oky,50,6,H01,0.518,R00,29,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,False,False
surface_token,ol,50,21,R06,0.491,R06,73,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,False
surface_token,olkeedy,50,39,R00,1.0,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,oly,50,6,H01,0.518,R06,15,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
surface_token,or,50,48,R06,1.0,R06,48,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
surface_token,otaiin,50,46,R10,1.0,R10,23,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,True
surface_token,otain,50,43,R00,0.625,R00,25,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
surface_token,otar,50,23,R01,0.371,R01,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
surface_token,otedy,50,13,R01,0.577,R01,30,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
surface_token,oteedy,50,10,H01,0.625,R01,15,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
surface_token,oteey,50,34,R01,1.0,R01,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,otey,50,34,R01,1.0,R01,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,otor,50,23,R01,0.371,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
surface_token,oty,50,6,H01,0.518,R01,11,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
surface_token,qokaiin,50,8,H08,0.512,H08,44,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,False
surface_token,qokain,50,36,H08,0.613,H08,57,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,qokal,50,28,R07,0.343,H08,37,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,False,False
surface_token,qokar,50,28,R07,0.343,R03,29,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,False,False
surface_token,qokchdy,50,22,H09,0.615,H09,16,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,qokchy,50,22,H09,0.615,H08,10,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
surface_token,qokedy,50,1,H08,0.26,H12,89,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,False,False
surface_token,qokeedy,50,1,H08,0.26,H01,85,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,False,False
surface_token,qokeey,50,1,H08,0.26,H08,77,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,False
surface_token,qokey,50,1,H08,0.26,H08,25,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,False
surface_token,qokol,50,28,R07,0.343,H08,20,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,False,False
surface_token,qoky,50,6,H01,0.518,H01,43,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,False
surface_token,qol,50,42,R09,0.37,R00,23,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
surface_token,qotaiin,50,33,H13,1.0,H13,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,qotain,50,43,R00,0.625,H13,15,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
surface_token,qotal,50,9,H13,1.0,H13,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,qotar,50,23,R01,0.371,H13,10,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
surface_token,qotchy,50,49,H13,1.0,H13,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,qotedy,50,13,R01,0.577,H17,22,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,False,True
surface_token,qoteedy,50,10,H01,0.625,H01,25,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
surface_token,qoty,50,6,H01,0.518,H01,16,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
surface_token,r,50,32,R06,0.627,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
surface_token,raiin,50,29,R00,1.0,R00,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,s,50,32,R06,0.627,R06,39,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
surface_token,saiin,50,25,R10,0.583,R06,39,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,False,True
surface_token,sain,50,17,R06,1.0,R06,20,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
surface_token,sal,50,4,R06,1.0,R06,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,sar,50,4,R06,1.0,R06,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,shckhy,50,15,R06,1.0,R06,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,shdy,50,18,R02,0.851,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
surface_token,shedy,50,38,R06,1.0,R06,95,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
surface_token,sheedy,50,38,R06,1.0,R06,23,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
surface_token,sheey,50,37,R06,1.0,R06,29,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
surface_token,sheol,50,19,R00,0.746,R06,17,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
surface_token,shey,50,37,R06,1.0,R06,48,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
surface_token,sho,50,4,R06,1.0,R06,22,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,shol,50,42,R09,0.37,R08,21,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,False,False
surface_token,shor,50,24,R06,1.0,R06,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,shy,50,40,R06,1.0,R06,21,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,True
surface_token,sol,50,4,R06,1.0,R06,15,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,sor,50,4,R06,1.0,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,tedy,50,41,R06,1.0,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
surface_token,y,50,32,R06,0.627,R06,25,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
surface_token,ykaiin,50,47,R06,1.0,R06,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,ai|r|OE,43,38,R06,0.517,R06,39,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
conservative_morphology,ala|m|OLO,43,6,R00,0.8,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,al|dy|OL,43,28,R00,0.531,R00,22,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
conservative_morphology,al|y|OL,43,28,R00,0.531,R00,33,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
conservative_morphology,ar|al|OL,43,3,R00,0.583,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,ar|y|OL,43,28,R00,0.531,R00,35,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
conservative_morphology,a|iin|O,43,27,R10,0.394,R10,380,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,a|in|O,43,27,R10,0.394,R06,226,LOW_POWER_OR_UNSTABLE,False,False,False,False
conservative_morphology,a|l|O,43,0,R07,0.306,R06,192,LOW_POWER_OR_UNSTABLE,False,False,False,False
conservative_morphology,a|m|O,43,15,R06,0.584,R06,63,LOW_POWER_OR_UNSTABLE,False,False,True,True
conservative_morphology,a|n|O,43,15,R06,0.584,R06,16,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,a|r|O,43,38,R06,0.517,R06,224,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,cho|NONE|BO,43,39,R00,0.7,R00,20,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,ch|dy|B,43,29,R00,0.639,R00,42,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,ch|edy|B,43,31,R00,0.508,R00,37,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,ch|eey|B,43,13,R00,0.494,R00,14,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,ch|ey|B,43,13,R00,0.494,R00,43,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,ch|ol|B,43,1,R06,0.5,R06,20,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,ch|or|B,43,5,R06,0.476,R06,21,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,ch|y|B,43,40,R00,0.54,R00,63,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,ckh|ey|XGX,43,4,R00,0.412,R00,20,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
conservative_morphology,ckh|y|XGX,43,25,R00,0.445,R00,73,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,False
conservative_morphology,cth|ey|XGX,43,4,R00,0.412,R04,14,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
conservative_morphology,cth|or|XGX,43,22,R04,1.0,R04,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,cth|y|XGX,43,25,R00,0.445,R04,40,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,False,False
conservative_morphology,d|aiin|D,43,18,R02,0.419,R10,20,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
conservative_morphology,d|al|D,43,18,R02,0.419,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
conservative_morphology,d|ar|D,43,18,R02,0.419,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
conservative_morphology,d|y|D,43,18,R02,0.419,R02,92,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
conservative_morphology,eckh|y|EXGX,43,26,R06,0.647,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
conservative_morphology,ed|NONE|ED,43,24,R00,0.361,R06,12,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
conservative_morphology,ed|al|ED,43,24,R00,0.361,R00,11,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,eed|NONE|ED,43,24,R00,0.361,H08,11,LOW_POWER_OR_UNSTABLE,False,False,False,False
conservative_morphology,ees|NONE|EX,43,24,R00,0.361,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
conservative_morphology,ee|ol|E,43,37,R00,0.5,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
conservative_morphology,ee|or|E,43,37,R00,0.5,R00,10,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,ek|y|EG,43,26,R06,0.647,R06,22,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,True
conservative_morphology,eos|NONE|EOX,43,34,R00,0.667,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,eo|NONE|EO,43,24,R00,0.361,R00,16,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,eo|dy|EO,43,29,R00,0.639,R00,50,LOW_POWER_OR_UNSTABLE,False,False,True,True
conservative_morphology,e|al|E,43,37,R00,0.5,R00,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
conservative_morphology,e|ar|E,43,20,R00,0.692,R00,26,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,e|dy|E,43,12,R06,0.228,R06,367,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,e|edy|E,43,12,R06,0.228,H01,203,LOW_POWER_OR_UNSTABLE,False,False,False,False
conservative_morphology,e|eey|E,43,16,R06,0.593,R00,16,LOW_POWER_OR_UNSTABLE,False,False,False,True
conservative_morphology,e|ey|E,43,2,R06,0.477,R06,195,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,e|ol|E,43,37,R00,0.5,R00,68,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,e|or|E,43,37,R00,0.5,R00,28,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
conservative_morphology,e|y|E,43,16,R06,0.593,R06,156,LOW_POWER_OR_UNSTABLE,False,False,True,True
conservative_morphology,i|in|E,43,23,R00,0.818,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,kch|y|GB,43,33,R06,0.75,R06,16,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,ke|eey|GE,43,10,R00,0.562,R00,11,LOW_POWER_OR_UNSTABLE,False,False,True,True
conservative_morphology,ke|ol|GE,43,41,R06,0.8,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,k|aiin|G,43,8,R06,0.769,R06,27,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,k|ain|G,43,42,R00,0.659,R06,14,LOW_POWER_OR_UNSTABLE,False,False,False,True
conservative_morphology,k|ar|G,43,19,R06,0.75,R06,24,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,True
conservative_morphology,k|edy|G,43,14,R00,0.719,R00,22,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,k|eedy|G,43,14,R00,0.719,R00,25,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,k|eey|G,43,10,R00,0.562,R00,21,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,k|ey|G,43,35,R06,0.6,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,k|ol|G,43,19,R06,0.75,R06,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,k|y|G,43,25,R00,0.445,H01,91,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
conservative_morphology,lch|edy|LB,43,21,R00,0.909,R00,31,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
conservative_morphology,lch|ey|LB,43,21,R00,0.909,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,lk|eedy|LG,43,42,R00,0.659,R00,17,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,lk|eey|LG,43,42,R00,0.659,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,l|or|L,43,21,R00,0.909,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,l|y|L,43,28,R00,0.531,R06,23,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
conservative_morphology,octh|y|OXGX,43,25,R00,0.445,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
conservative_morphology,od|aiin|OD,43,17,R00,0.588,R00,17,LOW_POWER_OR_UNSTABLE,False,False,True,True
conservative_morphology,od|ar|OD,43,32,R00,0.6,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,ok|y|OG,43,36,R00,0.889,R00,18,CONTEXTUAL_ROLE_SIGNAL,False,True,True,True
conservative_morphology,os|NONE|OX,43,9,R00,0.933,R00,15,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,o|dy|O,43,29,R00,0.639,R00,41,ROLE_STABLE_ACROSS_CONFOUNDS,True,True,True,True
conservative_morphology,o|iin|O,43,27,R10,0.394,R06,11,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
conservative_morphology,o|l|O,43,0,R07,0.306,R07,314,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,o|m|O,43,15,R06,0.584,R06,10,LOW_POWER_OR_UNSTABLE,False,False,True,True
conservative_morphology,o|r|O,43,38,R06,0.517,R06,172,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,pch|edy|GB,43,7,R00,0.625,R00,19,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,pch|ey|GB,43,7,R00,0.625,R00,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,sh|edy|B,43,31,R00,0.508,R06,24,LOW_POWER_OR_UNSTABLE,False,False,False,False
conservative_morphology,sh|ey|B,43,13,R00,0.494,R00,20,LOW_POWER_OR_UNSTABLE,False,False,True,False
conservative_morphology,t|aiin|G,43,8,R06,0.769,R06,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,t|edy|G,43,11,R06,0.667,R06,15,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,t|eedy|G,43,14,R00,0.719,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
conservative_morphology,t|y|G,43,25,R00,0.445,H01,33,LOW_POWER_OR_UNSTABLE,False,False,False,False
broad_shape,BEO|dy,50,34,R00,0.903,R00,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,BE|ol,50,12,R06,0.5,R06,10,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,BO|NONE,50,25,R00,0.442,R00,25,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,B|dy,50,19,R00,0.567,R00,50,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,B|edy,50,27,R00,0.508,R00,61,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,B|eedy,50,22,R00,0.636,R00,11,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,B|eey,50,11,R00,0.488,R06,21,LOW_POWER_OR_UNSTABLE,False,False,False,False
broad_shape,B|ey,50,11,R00,0.488,R00,63,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,B|ol,50,12,R06,0.5,R06,22,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,B|or,50,12,R06,0.5,R06,28,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,B|y,50,1,R00,0.562,R00,73,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,DO|NONE,50,3,R06,0.67,R06,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,D|aiin,50,28,R10,0.6,R10,20,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,D|al,50,2,R02,0.491,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
broad_shape,D|ar,50,2,R02,0.491,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
broad_shape,D|y,50,2,R02,0.491,R02,92,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
broad_shape,ED|NONE,50,25,R00,0.442,H08,24,LOW_POWER_OR_UNSTABLE,False,False,False,False
broad_shape,ED|aiin,50,30,R00,0.7,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,ED|ain,50,17,R00,0.818,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,ED|al,50,44,R09,0.308,R09,13,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,EG|ain,50,14,R00,0.558,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,EG|y,50,14,R00,0.558,R06,40,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,False,True
broad_shape,EOD|NONE,50,24,R00,0.625,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,EOL|y,50,9,R00,0.638,R00,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,EOX|NONE,50,24,R00,0.625,R00,19,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,EO|NONE,50,48,R00,0.52,R00,25,CONTEXTUAL_ROLE_SIGNAL,False,False,True,False
broad_shape,EO|dy,50,19,R00,0.567,R00,59,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,EXGX|y,50,14,R00,0.558,R00,25,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,True
broad_shape,EX|NONE,50,25,R00,0.442,R00,31,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,False
broad_shape,E|al,50,10,R06,0.458,R00,17,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
broad_shape,E|ar,50,10,R06,0.458,R00,32,LOW_POWER_OR_UNSTABLE,False,False,False,False
broad_shape,E|dy,50,23,R06,0.223,R06,367,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,E|edy,50,23,R06,0.223,H01,203,LOW_POWER_OR_UNSTABLE,False,False,False,False
broad_shape,E|eey,50,8,R06,0.441,R00,16,LOW_POWER_OR_UNSTABLE,False,False,False,False
broad_shape,E|ey,50,8,R06,0.441,R06,195,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,E|in,50,10,R06,0.458,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
broad_shape,E|ol,50,10,R06,0.458,R00,78,LOW_POWER_OR_UNSTABLE,False,False,False,False
broad_shape,E|or,50,10,R06,0.458,R00,38,LOW_POWER_OR_UNSTABLE,False,False,False,False
broad_shape,E|y,50,10,R06,0.458,R06,156,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,GBE|or,50,40,R06,0.667,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
broad_shape,GB|dy,50,15,R06,0.555,R00,17,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
broad_shape,GB|edy,50,15,R06,0.555,R00,42,LOW_POWER_OR_UNSTABLE,False,False,False,True
broad_shape,GB|ey,50,15,R06,0.555,R06,30,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,GB|ol,50,29,R06,0.744,R06,19,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,GB|or,50,29,R06,0.744,R06,20,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,True
broad_shape,GB|y,50,15,R06,0.555,R06,39,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,GEO|dy,50,19,R00,0.567,R00,25,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,GE|eey,50,21,R06,0.63,R00,12,LOW_POWER_OR_UNSTABLE,False,False,False,True
broad_shape,GE|ol,50,32,R00,0.321,R06,19,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,False,False
broad_shape,GOE|r,50,36,R06,0.727,R06,11,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,GOL|y,50,49,R06,0.688,R06,16,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,GO|NONE,50,24,R00,0.625,R00,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,GO|m,50,9,R00,0.638,R06,12,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
broad_shape,G|NONE,50,24,R00,0.625,R06,13,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
broad_shape,G|aiin,50,21,R06,0.63,R06,44,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,G|ain,50,38,R06,0.652,R06,23,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,G|al,50,45,R06,0.667,R06,15,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,G|ar,50,0,R06,0.683,R06,40,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,G|edy,50,33,R00,0.639,R00,37,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,G|eedy,50,33,R00,0.639,R00,35,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,G|eey,50,21,R06,0.63,R06,30,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,G|ey,50,21,R06,0.63,R06,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,G|ol,50,0,R06,0.683,R06,20,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,True,True,True
broad_shape,G|or,50,40,R06,0.667,R06,17,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,G|y,50,6,H01,0.465,H01,127,LOW_POWER_OR_UNSTABLE,False,False,True,False
broad_shape,LB|edy,50,5,R00,0.929,R00,45,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
broad_shape,LB|ey,50,5,R00,0.929,R00,25,STABLE_BUT_LOCAL_OR_THRESHOLD_SENSITIVE,False,False,True,True
broad_shape,LG|ain,50,13,R00,0.844,R00,13,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,LG|eedy,50,13,R00,0.844,R00,20,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,LG|eey,50,13,R00,0.844,R00,12,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,LO|NONE,50,3,R06,0.67,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,False,True
broad_shape,L|NONE,50,4,R06,0.556,R06,27,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,L|aiin,50,26,R00,0.957,R00,17,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,L|ol,50,26,R00,0.957,R00,14,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,L|or,50,26,R00,0.957,R00,16,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,L|y,50,3,R06,0.67,R06,31,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OD|aiin,50,20,R00,0.593,R00,17,LOW_POWER_OR_UNSTABLE,False,False,True,True
broad_shape,OD|ar,50,20,R00,0.593,R00,10,CONTEXTUAL_ROLE_SIGNAL,False,False,True,True
broad_shape,OE|iin,50,7,R10,0.364,R00,11,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
broad_shape,OE|r,50,7,R10,0.364,R06,39,CONTEXTUAL_ROLE_SIGNAL,False,False,False,False
