lens,section_I,role_unit_key,dominant_role,occurrences,distinct_lines,distinct_token_types,strata_total,marker_families,dominant_role_share,within_section_stratified_purity,within_section_meta_risk,section_local_supported,section_local_probable,top_tokens,globally_standard_supported,globally_loose_supported
surface_token,B,chedy,R02,37,33,1,2,2,1.0,1.0,1.0,False,False,chedy,False,False
surface_token,S,qokeey,H08,37,31,1,2,1,1.0,1.0,1.0,False,False,qokeey,False,True
surface_token,B,qokain,H08,35,33,1,1,1,1.0,1.0,1.0,False,False,qokain,False,False
surface_token,S,chey,R06,32,29,1,3,1,1.0,1.0,1.0,False,False,chey,False,False
surface_token,S,qokeedy,H01,32,26,1,2,1,1.0,1.0,1.0,False,False,qokeedy,False,False
surface_token,S,ar,R06,28,24,1,2,1,1.0,1.0,1.0,False,False,ar,True,True
surface_token,S,aiin,R06,27,22,1,2,1,1.0,1.0,1.0,False,False,aiin,False,True
surface_token,B,qokeey,H08,25,22,1,2,2,1.0,1.0,1.0,False,False,qokeey,False,True
surface_token,S,daiin,R10,25,23,1,3,1,1.0,1.0,1.0,False,False,daiin,False,True
surface_token,B,qoky,H01,24,24,1,2,2,1.0,1.0,1.0,False,False,qoky,False,False
surface_token,S,qokaiin,H08,22,21,1,2,1,1.0,1.0,1.0,False,False,qokaiin,False,False
surface_token,B,okedy,R00,21,18,1,2,2,1.0,1.0,1.0,False,False,okedy,False,False
surface_token,B,qokal,H08,20,18,1,1,1,1.0,1.0,1.0,False,False,qokal,False,False
surface_token,S,okeey,R06,20,19,1,3,1,1.0,1.0,1.0,False,False,okeey,True,True
surface_token,S,qokain,H08,20,19,1,2,1,1.0,1.0,1.0,False,False,qokain,False,False
surface_token,H,dar,R06,19,17,1,2,1,1.0,1.0,1.0,False,False,dar,True,True
surface_token,S,qokedy,H12,19,18,1,2,1,1.0,1.0,1.0,False,False,qokedy,False,False
surface_token,S,shedy,R06,19,17,1,2,1,1.0,1.0,1.0,False,False,shedy,False,False
surface_token,B,qol,R00,18,16,1,1,1,1.0,1.0,1.0,False,False,qol,False,False
surface_token,H,sho,R06,18,17,1,1,1,1.0,1.0,1.0,False,False,sho,False,False
surface_token,S,al,R06,18,17,1,2,1,1.0,1.0,1.0,False,False,al,False,True
surface_token,S,chol,R07,18,17,1,3,1,1.0,1.0,1.0,False,False,chol,False,False
surface_token,S,okal,R07,18,16,1,2,1,1.0,1.0,1.0,False,False,okal,True,True
surface_token,B,okeedy,R00,17,16,1,2,2,1.0,1.0,1.0,False,False,okeedy,False,False
surface_token,H,ar,R06,16,14,1,2,1,1.0,1.0,1.0,False,False,ar,True,True
surface_token,S,okaiin,R10,16,16,1,1,1,1.0,1.0,1.0,False,False,okaiin,True,True
surface_token,T,shedy,R06,16,12,1,3,2,1.0,1.0,1.0,False,False,shedy,False,False
surface_token,B,daiin,R10,15,12,1,1,1,1.0,1.0,1.0,False,False,daiin,False,True
surface_token,B,qoteedy,H01,15,13,1,1,1,1.0,1.0,1.0,False,False,qoteedy,False,False
surface_token,B,shey,R06,15,15,1,1,1,1.0,1.0,1.0,False,False,shey,True,True
surface_token,H,cthol,R07,15,15,1,1,1,1.0,1.0,1.0,False,False,cthol,False,False
surface_token,H,cthy,R04,15,15,1,2,2,1.0,1.0,1.0,False,False,cthy,False,False
surface_token,S,cheol,R00,15,14,1,3,1,1.0,1.0,1.0,False,False,cheol,False,True
surface_token,S,okain,R10,15,14,1,2,1,1.0,1.0,1.0,False,False,okain,True,True
surface_token,B,otedy,R01,14,13,1,3,3,1.0,1.0,1.0,False,False,otedy,False,False
surface_token,H,chy,R00,14,13,1,2,2,1.0,1.0,1.0,False,False,chy,False,True
surface_token,H,shol,R08,14,10,1,3,2,1.0,1.0,0.929,False,False,shol,False,True
surface_token,S,chckhy,R00,14,13,1,1,1,1.0,1.0,1.0,False,False,chckhy,False,False
surface_token,S,cheey,R06,14,13,1,2,1,1.0,1.0,1.0,False,False,cheey,False,True
surface_token,S,lchedy,R00,14,14,1,2,1,1.0,1.0,1.0,False,False,lchedy,False,False
surface_token,S,otain,R00,14,13,1,2,1,1.0,1.0,1.0,False,False,otain,False,False
surface_token,S,shey,R06,14,13,1,4,2,1.0,1.0,0.929,False,False,shey,True,True
surface_token,B,dal,R09,13,13,1,3,3,1.0,1.0,1.0,False,False,dal,True,True
surface_token,B,dy,R02,13,13,1,1,1,1.0,1.0,1.0,False,False,dy,False,False
surface_token,B,qotedy,H17,13,12,1,2,2,1.0,1.0,1.0,False,False,qotedy,False,False
surface_token,B,saiin,R06,13,13,1,1,1,1.0,1.0,1.0,False,False,saiin,False,True
surface_token,B,sheedy,R06,13,12,1,1,1,1.0,1.0,1.0,False,False,sheedy,False,False
surface_token,H,chody,R00,13,13,1,3,2,1.0,1.0,0.923,False,False,chody,False,True
surface_token,H,ol,R06,13,13,1,2,1,1.0,1.0,1.0,False,False,ol,False,False
surface_token,H,shy,R06,13,13,1,3,2,1.0,1.0,0.769,False,False,shy,False,True
surface_token,S,dain,R06,13,12,1,1,1,1.0,1.0,1.0,False,False,dain,True,True
surface_token,S,okeedy,R00,13,12,1,1,1,1.0,1.0,1.0,False,False,okeedy,False,False
surface_token,S,ol,R06,13,13,1,2,2,1.0,1.0,1.0,False,False,ol,False,False
surface_token,B,chckhy,R00,12,11,1,1,1,1.0,1.0,1.0,False,False,chckhy,False,False
surface_token,H,cthor,R04,12,12,1,2,2,1.0,1.0,1.0,False,False,cthor,False,False
surface_token,H,oky,R00,12,12,1,3,2,1.0,1.0,0.917,False,False,oky,True,True
surface_token,S,otedy,R01,12,11,1,1,1,1.0,1.0,1.0,False,False,otedy,False,False
