loc,folio,line_order,token_position,token,role,module,status,meta_I,meta_L,meta_H,line_marker_family,stratum_I_L_H_marker,semantic_function,pass20_tier,frame_prefix,morph_body,terminal_class,shape_body,shape_remainder,gallows_signature,has_gallows,conservative_family_key,broad_shape_family_key,stolfi_signature_key,full_terminal_class,full_body_shape,surface_token_key,line_len,rel_pos,pos_bin,line_len_bin,prev_token,next_token,prev_terminal_class,next_terminal_class,prev_shape_remainder,next_shape_remainder,prev_frame_prefix,next_frame_prefix,prev_broad_shape_family_key,next_broad_shape_family_key,prev_stolfi_signature_key,next_stolfi_signature_key,prev_conservative_family_key,next_conservative_family_key
"f9r.3,+P0",f9r,230,9,ram,R00,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,ra,m,LO,LOL,NONE,0,ra|m|LO,LO|m,NG|S_LOL|T_m,m,LO,ram,9,1.0,last,long,cthod,EOL,NONE,EOL,XGXOD,EOL,NONE,EOL,XGXOD|NONE,EOL,G_t|S_XGXOD|T_NONE,EOL,cthod|NONE|XGXOD,EOL
"f9v.11,+P0",f9v,248,1,ychor,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,y,ch,or,B,BOL,NONE,0,ch|or|B,B|or,NG|S_BOL|T_or,or,YB,ychor,3,0.3333333333333333,first,short,BOL,chshoty,BOL,y,BOL,BOGY,BOL,ch,BOL,BOG|y,BOL,G_t|S_BOGY|T_y,BOL,shot|y|BOG
"f9v.11,+P0",f9v,248,2,chshoty,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,shot,y,BOG,BOGY,t,1,shot|y|BOG,BOG|y,G_t|S_BOGY|T_y,y,BOG,chshoty,3,0.6666666666666666,second,short,ychor,okykaiin,or,aiin,BOL,YGOIL,y,ok,B|or,YG|aiin,NG|S_BOL|T_or,G_kk|S_YGOIL|T_aiin,ch|or|B,yk|aiin|YG
"f9v.11,+P0",f9v,248,3,okykaiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,yk,aiin,YG,YGOIL,kk,1,yk|aiin|YG,YG|aiin,G_kk|S_YGOIL|T_aiin,aiin,OGYG,okykaiin,3,1.0,last,short,chshoty,EOL,y,EOL,BOGY,EOL,ch,EOL,BOG|y,EOL,G_t|S_BOGY|T_y,EOL,shot|y|BOG,EOL
"f9v.12,+P0",f9v,249,1,chkaiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,k,aiin,G,GOIL,k,1,k|aiin|G,G|aiin,G_k|S_GOIL|T_aiin,aiin,BG,chkaiin,3,0.3333333333333333,first,short,BOL,ckhy,BOL,y,BOL,XGXY,BOL,NONE,BOL,XGX|y,BOL,G_k|S_XGXY|T_y,BOL,ckh|y|XGX
"f9v.12,+P0",f9v,249,2,ckhy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,ckh,y,XGX,XGXY,k,1,ckh|y|XGX,XGX|y,G_k|S_XGXY|T_y,y,XGX,ckhy,3,0.6666666666666666,second,short,chkaiin,chor,aiin,r,GOIL,OL,ch,ch,G|aiin,O|r,G_k|S_GOIL|T_aiin,NG|S_OL|T_r,k|aiin|G,o|r|O
"f9v.12,+P0",f9v,249,3,chor,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,r,O,OL,NONE,0,o|r|O,O|r,NG|S_OL|T_r,or,B,chor,3,1.0,last,short,ckhy,EOL,y,EOL,XGXY,EOL,NONE,EOL,XGX|y,EOL,G_k|S_XGXY|T_y,EOL,ckh|y|XGX,EOL
"f9v.3,+P0",f9v,240,1,ykey,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,k,ey,G,GEY,k,1,k|ey|G,G|ey,G_k|S_GEY|T_ey,ey,YG,ykey,9,0.1111111111111111,first,long,BOL,chor,BOL,r,BOL,OL,BOL,ch,BOL,O|r,BOL,NG|S_OL|T_r,BOL,o|r|O
"f9v.3,+P0",f9v,240,2,chor,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,r,O,OL,NONE,0,o|r|O,O|r,NG|S_OL|T_r,or,B,chor,9,0.2222222222222222,second,long,ykey,ykaiin,ey,aiin,GEY,GOIL,y,y,G|ey,G|aiin,G_k|S_GEY|T_ey,G_k|S_GOIL|T_aiin,k|ey|G,k|aiin|G
"f9v.3,+P0",f9v,240,3,ykaiin,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,k,aiin,G,GOIL,k,1,k|aiin|G,G|aiin,G_k|S_GOIL|T_aiin,aiin,YG,ykaiin,9,0.3333333333333333,middle,long,chor,daiin,r,iin,OL,OIL,ch,d,O|r,O|iin,NG|S_OL|T_r,NG|S_OIL|T_iin,o|r|O,a|iin|O
"f9v.3,+P0",f9v,240,4,daiin,R10,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,iin,O,OIL,NONE,0,a|iin|O,O|iin,NG|S_OIL|T_iin,aiin,D,daiin,9,0.4444444444444444,middle,long,ykaiin,cthy,aiin,y,GOIL,XGXY,y,NONE,G|aiin,XGX|y,G_k|S_GOIL|T_aiin,G_t|S_XGXY|T_y,k|aiin|G,cth|y|XGX
"f9v.3,+P0",f9v,240,5,cthy,R04,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cth,y,XGX,XGXY,t,1,cth|y|XGX,XGX|y,G_t|S_XGXY|T_y,y,XGX,cthy,9,0.5555555555555556,middle,long,daiin,otaiin,iin,iin,OIL,OIL,d,ot,O|iin,O|iin,NG|S_OIL|T_iin,G_t|S_OIL|T_iin,a|iin|O,a|iin|O
"f9v.3,+P0",f9v,240,6,otaiin,R10,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ot,a,iin,O,OIL,t,1,a|iin|O,O|iin,G_t|S_OIL|T_iin,aiin,OG,otaiin,9,0.6666666666666666,late,long,cthy,oky,y,y,XGXY,GY,NONE,o,XGX|y,G|y,G_t|S_XGXY|T_y,G_k|S_GY|T_y,cth|y|XGX,k|y|G
"f9v.3,+P0",f9v,240,7,oky,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,k,y,G,GY,k,1,k|y|G,G|y,G_k|S_GY|T_y,y,OG,oky,9,0.7777777777777778,late,long,otaiin,oeees,iin,NONE,OIL,EX,ot,o,O|iin,EX|NONE,G_t|S_OIL|T_iin,NG|S_EX|T_NONE,a|iin|O,eees|NONE|EX
"f9v.3,+P0",f9v,240,8,oeees,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,eees,NONE,EX,EX,NONE,0,eees|NONE|EX,EX|NONE,NG|S_EX|T_NONE,NONE,OEX,oeees,9,0.8888888888888888,penult,long,oky,daiin,y,iin,GY,OIL,o,d,G|y,O|iin,G_k|S_GY|T_y,NG|S_OIL|T_iin,k|y|G,a|iin|O
"f9v.3,+P0",f9v,240,9,daiin,R10,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,iin,O,OIL,NONE,0,a|iin|O,O|iin,NG|S_OIL|T_iin,aiin,D,daiin,9,1.0,last,long,oeees,EOL,NONE,EOL,EX,EOL,o,EOL,EX|NONE,EOL,NG|S_EX|T_NONE,EOL,eees|NONE|EX,EOL
"f9v.9,+P0",f9v,246,1,daiin,R10,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,iin,O,OIL,NONE,0,a|iin|O,O|iin,NG|S_OIL|T_iin,aiin,D,daiin,6,0.16666666666666666,first,medium,BOL,chy,BOL,y,BOL,BY,BOL,NONE,BOL,B|y,BOL,NG|S_BY|T_y,BOL,ch|y|B
"f9v.9,+P0",f9v,246,2,chy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,ch,y,B,BY,NONE,0,ch|y|B,B|y,NG|S_BY|T_y,y,B,chy,6,0.3333333333333333,second,medium,daiin,tor,iin,or,OIL,GOL,d,NONE,O|iin,G|or,NG|S_OIL|T_iin,G_t|S_GOL|T_or,a|iin|O,t|or|G
"f9v.9,+P0",f9v,246,3,tor,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,t,or,G,GOL,t,1,t|or|G,G|or,G_t|S_GOL|T_or,or,G,tor,6,0.5,middle,medium,chy,chyty,y,y,BY,YGY,NONE,ch,B|y,YG|y,NG|S_BY|T_y,G_t|S_YGY|T_y,ch|y|B,yt|y|YG
"f9v.9,+P0",f9v,246,4,chyty,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,yt,y,YG,YGY,t,1,yt|y|YG,YG|y,G_t|S_YGY|T_y,y,BYG,chyty,6,0.6666666666666666,late,medium,tor,dary,or,y,GOL,OLY,NONE,d,G|or,OL|y,G_t|S_GOL|T_or,NG|S_OLY|T_y,t|or|G,ar|y|OL
"f9v.9,+P0",f9v,246,5,dary,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,ar,y,OL,OLY,NONE,0,ar|y|OL,OL|y,NG|S_OLY|T_y,y,DOL,dary,6,0.8333333333333334,penult,medium,chyty,ytoldy,y,dy,YGY,GOLDY,ch,y,YG|y,GOL|dy,G_t|S_YGY|T_y,G_t|S_GOLDY|T_dy,yt|y|YG,tol|dy|GOL
"f9v.9,+P0",f9v,246,6,ytoldy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,tol,dy,GOL,GOLDY,t,1,tol|dy|GOL,GOL|dy,G_t|S_GOLDY|T_dy,dy,YGOL,ytoldy,6,1.0,last,medium,dary,EOL,y,EOL,OLY,EOL,d,EOL,OL|y,EOL,NG|S_OLY|T_y,EOL,ar|y|OL,EOL
"fRos.1,@L0",fRos,3350,1,saeeasa,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,s,aeeasa,NONE,OEOXO,OEOXO,NONE,0,aeeasa|NONE|OEOXO,OEOXO|NONE,NG|S_OEOXO|T_NONE,NONE,XOEOXO,saeeasa,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.101,@L0",fRos,3450,1,lokedshs,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,lokedshs,NONE,LOGEDBX,LOGEDBX,k,1,lokedshs|NONE|LOGEDBX,LOGEDBX|NONE,G_k|S_LOGEDBX|T_NONE,NONE,LOGEDBX,lokedshs,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.102,@L0",fRos,3451,1,otodar,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ot,od,ar,OD,ODOL,t,1,od|ar|OD,OD|ar,G_t|S_ODOL|T_ar,ar,OGOD,otodar,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.104,@L0",fRos,3453,1,okedy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,e,dy,E,EDY,k,1,e|dy|E,E|dy,G_k|S_EDY|T_dy,edy,OG,okedy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.108,@L0",fRos,3457,1,otdy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ot,d,y,D,DY,t,1,d|y|D,D|y,G_t|S_DY|T_y,dy,OG,otdy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.109,+L0",fRos,3458,1,otody,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,+L,C|B|4|+L,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ot,o,dy,O,ODY,t,1,o|dy|O,O|dy,G_t|S_ODY|T_dy,dy,OGO,otody,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.11,@L0",fRos,3360,1,okchdarar,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,chdar,ar,BDOL,BDOLOL,k,1,chdar|ar|BDOL,BDOL|ar,G_k|S_BDOLOL|T_ar,ar,OGBDOL,okchdarar,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.110,/L0",fRos,3459,1,chdain,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,/L,C|B|4|/L,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,d,ain,D,DOEL,NONE,0,d|ain|D,D|ain,NG|S_DOEL|T_ain,ain,BD,chdain,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.118,@L0",fRos,3467,1,otodey,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ot,od,ey,OD,ODEY,t,1,od|ey|OD,OD|ey,G_t|S_ODEY|T_ey,ey,OGOD,otodey,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.119,@L0",fRos,3468,1,otodedy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ot,od,edy,OD,ODEDY,t,1,od|edy|OD,OD|edy,G_t|S_ODEDY|T_edy,edy,OGOD,otodedy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.12,@L0",fRos,3361,1,soiindy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,s,oiin,dy,OIL,OILDY,NONE,0,oiin|dy|OIL,OIL|dy,NG|S_OILDY|T_dy,dy,XOIL,soiindy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.120,@L0",fRos,3469,1,opchdain,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,o,pchd,ain,GBD,GBDOEL,p,1,pchd|ain|GBD,GBD|ain,G_p|S_GBDOEL|T_ain,ain,OGBD,opchdain,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.121,@L0",fRos,3470,1,otdar,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ot,d,ar,D,DOL,t,1,d|ar|D,D|ar,G_t|S_DOL|T_ar,ar,OGD,otdar,2,0.5,first,short,BOL,shed,BOL,NONE,BOL,ED,BOL,sh,BOL,ED|NONE,BOL,NG|S_ED|T_NONE,BOL,ed|NONE|ED
"fRos.121,@L0",fRos,3470,2,shed,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,ed,NONE,ED,ED,NONE,0,ed|NONE|ED,ED|NONE,NG|S_ED|T_NONE,NONE,BED,shed,2,1.0,second,short,otdar,EOL,ar,EOL,DOL,EOL,ot,EOL,D|ar,EOL,G_t|S_DOL|T_ar,EOL,d|ar|D,EOL
"fRos.123,@L0",fRos,3472,1,ofaraiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,o,far,aiin,GOL,GOLOIL,f,1,far|aiin|GOL,GOL|aiin,G_f|S_GOLOIL|T_aiin,aiin,OGOL,ofaraiin,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.124,@L0",fRos,3473,1,okolar,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,ol,ar,OL,OLOL,k,1,ol|ar|OL,OL|ar,G_k|S_OLOL|T_ar,ar,OGOL,okolar,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.125,@L0",fRos,3474,1,okchdy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,ch,dy,B,BDY,k,1,ch|dy|B,B|dy,G_k|S_BDY|T_dy,dy,OGB,okchdy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.126,@L0",fRos,3475,1,ykedy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,y,k,edy,G,GEDY,k,1,k|edy|G,G|edy,G_k|S_GEDY|T_edy,edy,YG,ykedy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.128,@L0",fRos,3477,1,otosaiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ot,os,aiin,OX,OXOIL,t,1,os|aiin|OX,OX|aiin,G_t|S_OXOIL|T_aiin,aiin,OGOX,otosaiin,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.129,@L0",fRos,3478,1,otchdam,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ot,chda,m,BDO,BDOL,t,1,chda|m|BDO,BDO|m,G_t|S_BDOL|T_m,m,OGBDO,otchdam,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.13,@L0",fRos,3362,1,ytedar,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,y,ted,ar,GED,GEDOL,t,1,ted|ar|GED,GED|ar,G_t|S_GEDOL|T_ar,ar,YGED,ytedar,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.130,@L0",fRos,3479,1,tedy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,t,edy,G,GEDY,t,1,t|edy|G,G|edy,G_t|S_GEDY|T_edy,edy,G,tedy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.131,@L0",fRos,3480,1,okar,R03,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,a,r,O,OL,k,1,a|r|O,O|r,G_k|S_OL|T_r,ar,OG,okar,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.132,@L0",fRos,3481,1,lashalg,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,lashalg,NONE,LOBOLX,LOBOLX,NONE,0,lashalg|NONE|LOBOLX,LOBOLX|NONE,NG|S_LOBOLX|T_NONE,NONE,LOBOLX,lashalg,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.135,@L0",fRos,3484,1,osaram,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,o,sara,m,XOLO,XOLOL,NONE,0,sara|m|XOLO,XOLO|m,NG|S_XOLOL|T_m,m,OXOLO,osaram,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.136,@L0",fRos,3485,1,oparodam,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,C,B,4,label_or_marginal,C|B|4|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,o,paroda,m,GOLODO,GOLODOL,p,1,paroda|m|GOLODO,GOLODO|m,G_p|S_GOLODOL|T_m,m,OGOLODO,oparodam,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"fRos.140,+Pb",fRos,3489,1,okchy,R00,G1,FORMAL_G1_GLOBAL_FRAME,C,B,4,paragraph_continuation,C|B|4|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,ch,y,B,BY,k,1,ch|y|B,B|y,G_k|S_BY|T_y,y,OGB,okchy,3,0.3333333333333333,first,short,BOL,qokedy,BOL,dy,BOL,EDY,BOL,qok,BOL,E|dy,BOL,G_k|S_EDY|T_dy,BOL,e|dy|E
"fRos.140,+Pb",fRos,3489,2,qokedy,H12,G1,FORMAL_G1_GLOBAL_FRAME,C,B,4,paragraph_continuation,C|B|4|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,e,dy,E,EDY,k,1,e|dy|E,E|dy,G_k|S_EDY|T_dy,edy,QOG,qokedy,3,0.6666666666666666,second,short,okchy,qokedy,y,dy,BY,EDY,ok,qok,B|y,E|dy,G_k|S_BY|T_y,G_k|S_EDY|T_dy,ch|y|B,e|dy|E
