loc,folio,line_order,token_position,token,role,module,status,meta_I,meta_L,meta_H,line_marker_family,stratum_I_L_H_marker,semantic_function,pass20_tier,frame_prefix,morph_body,terminal_class,shape_body,shape_remainder,gallows_signature,has_gallows,conservative_family_key,broad_shape_family_key,stolfi_signature_key,full_terminal_class,full_body_shape,surface_token_key,line_len,rel_pos,pos_bin,line_len_bin,prev_token,next_token,prev_terminal_class,next_terminal_class,prev_shape_remainder,next_shape_remainder,prev_frame_prefix,next_frame_prefix,prev_broad_shape_family_key,next_broad_shape_family_key,prev_stolfi_signature_key,next_stolfi_signature_key,prev_conservative_family_key,next_conservative_family_key
"f100r.1,@Lf",f100r,4103,1,chosaroshol,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,osarosh,ol,OXOLOB,OXOLOBOL,NONE,0,osarosh|ol|OXOLOB,OXOLOB|ol,NG|S_OXOLOBOL|T_ol,ol,BOXOLOB,chosaroshol,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100r.16,@Lf",f100r,4118,1,okeeos,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,eeos,NONE,EOX,EOX,k,1,eeos|NONE|EOX,EOX|NONE,G_k|S_EOX|T_NONE,NONE,OGEOX,okeeos,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100r.17,@Lf",f100r,4119,1,shockhey,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,ockh,ey,OXGX,OXGXEY,k,1,ockh|ey|OXGX,OXGX|ey,G_k|S_OXGXEY|T_ey,ey,BOXGX,shockhey,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100r.18,@Lf",f100r,4120,1,orol,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,or,o,l,O,OL,NONE,0,o|l|O,O|l,NG|S_OL|T_l,ol,OL,orol,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100r.19,@Lf",f100r,4121,1,olcheom,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ol,cheo,m,BEO,BEOL,NONE,0,cheo|m|BEO,BEO|m,NG|S_BEOL|T_m,m,OLBEO,olcheom,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100r.2,@Lf",f100r,4104,1,sochorcfhy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,ochorcfh,y,OBOLXGX,OBOLXGXY,f,1,ochorcfh|y|OBOLXGX,OBOLXGX|y,G_f|S_OBOLXGXY|T_y,y,XOBOLXGX,sochorcfhy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100r.21,@Lf",f100r,4123,1,okols,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,ols,NONE,OLX,OLX,k,1,ols|NONE|OLX,OLX|NONE,G_k|S_OLX|T_NONE,NONE,OGOLX,okols,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100r.5,@Lf",f100r,4107,1,sarchar,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,s,arch,ar,OLB,OLBOL,NONE,0,arch|ar|OLB,OLB|ar,NG|S_OLBOL|T_ar,ar,XOLB,sarchar,2,0.5,first,short,BOL,daiindy,BOL,dy,BOL,OILDY,BOL,d,BOL,OIL|dy,BOL,NG|S_OILDY|T_dy,BOL,aiin|dy|OIL
"f100r.5,@Lf",f100r,4107,2,daiindy,R10,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,aiin,dy,OIL,OILDY,NONE,0,aiin|dy|OIL,OIL|dy,NG|S_OILDY|T_dy,dy,DOIL,daiindy,2,1.0,second,short,sarchar,EOL,ar,EOL,OLBOL,EOL,s,EOL,OLB|ar,EOL,NG|S_OLBOL|T_ar,EOL,arch|ar|OLB,EOL
"f100r.6,@Lf",f100r,4108,1,oaro,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,o,aro,NONE,OLO,OLO,NONE,0,aro|NONE|OLO,OLO|NONE,NG|S_OLO|T_NONE,NONE,OLO,oaro,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100r.7,@Lf",f100r,4109,1,chalsain,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,als,ain,OLX,OLXOEL,NONE,0,als|ain|OLX,OLX|ain,NG|S_OLXOEL|T_ain,ain,BOLX,chalsain,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100r.8,@Lf",f100r,4110,1,soity,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,oit,y,OEG,OEGY,t,1,oit|y|OEG,OEG|y,G_t|S_OEGY|T_y,y,XOEG,soity,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100r.9,@Lf",f100r,4111,1,sosam,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,osa,m,OXO,OXOL,NONE,0,osa|m|OXO,OXO|m,NG|S_OXOL|T_m,m,XOXO,sosam,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.1,@Lf",f100v,4130,1,tolchd,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,tolchd,NONE,GOLBD,GOLBD,t,1,tolchd|NONE|GOLBD,GOLBD|NONE,G_t|S_GOLBD|T_NONE,NONE,GOLBD,tolchd,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.10,@Lf",f100v,4139,1,okcheor,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,che,or,BE,BEOL,k,1,che|or|BE,BE|or,G_k|S_BEOL|T_or,or,OGBE,okcheor,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.11,@Lf",f100v,4140,1,ytchol,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,tch,ol,GB,GBOL,t,1,tch|ol|GB,GB|ol,G_t|S_GBOL|T_ol,ol,YGB,ytchol,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.12,@Lf",f100v,4141,1,dykchal,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,ykch,al,YGB,YGBOL,k,1,ykch|al|YGB,YGB|al,G_k|S_YGBOL|T_al,al,DYGB,dykchal,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.17,+P0",f100v,4146,1,chockhey,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,ockh,ey,OXGX,OXGXEY,k,1,ockh|ey|OXGX,OXGX|ey,G_k|S_OXGXEY|T_ey,ey,BOXGX,chockhey,8,0.125,first,long,BOL,sholkcheol,BOL,ol,BOL,OLGBEOL,BOL,sh,BOL,OLGBE|ol,BOL,G_k|S_OLGBEOL|T_ol,BOL,olkche|ol|OLGBE
"f100v.17,+P0",f100v,4146,2,sholkcheol,R08,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,olkche,ol,OLGBE,OLGBEOL,k,1,olkche|ol|OLGBE,OLGBE|ol,G_k|S_OLGBEOL|T_ol,ol,BOLGBE,sholkcheol,8,0.25,second,long,chockhey,qokeol,ey,ol,OXGXEY,EOL,ch,qok,OXGX|ey,E|ol,G_k|S_OXGXEY|T_ey,G_k|S_EOL|T_ol,ockh|ey|OXGX,e|ol|E
"f100v.17,+P0",f100v,4146,3,qokeol,H08,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,e,ol,E,EOL,k,1,e|ol|E,E|ol,G_k|S_EOL|T_ol,ol,QOGE,qokeol,8,0.375,middle,long,sholkcheol,okol,ol,l,OLGBEOL,OL,sh,ok,OLGBE|ol,O|l,G_k|S_OLGBEOL|T_ol,G_k|S_OL|T_l,olkche|ol|OLGBE,o|l|O
"f100v.17,+P0",f100v,4146,4,okol,R07,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,o,l,O,OL,k,1,o|l|O,O|l,G_k|S_OL|T_l,ol,OG,okol,8,0.5,middle,long,qokeol,chol,ol,l,EOL,OL,qok,ch,E|ol,O|l,G_k|S_EOL|T_ol,NG|S_OL|T_l,e|ol|E,o|l|O
"f100v.17,+P0",f100v,4146,5,chol,R07,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,o,l,O,OL,NONE,0,o|l|O,O|l,NG|S_OL|T_l,ol,B,chol,8,0.625,middle,long,okol,chotor,l,or,OL,OGOL,ok,ch,O|l,OG|or,G_k|S_OL|T_l,G_t|S_OGOL|T_or,o|l|O,ot|or|OG
"f100v.17,+P0",f100v,4146,6,chotor,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,ot,or,OG,OGOL,t,1,ot|or|OG,OG|or,G_t|S_OGOL|T_or,or,BOG,chotor,8,0.75,late,long,chol,chso,l,NONE,OL,XO,ch,ch,O|l,XO|NONE,NG|S_OL|T_l,NG|S_XO|T_NONE,o|l|O,so|NONE|XO
"f100v.17,+P0",f100v,4146,7,chso,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,so,NONE,XO,XO,NONE,0,so|NONE|XO,XO|NONE,NG|S_XO|T_NONE,NONE,BXO,chso,8,0.875,penult,long,chotor,solcthy,or,y,OGOL,OLXGXY,ch,s,OG|or,OLXGX|y,G_t|S_OGOL|T_or,G_t|S_OLXGXY|T_y,ot|or|OG,olcth|y|OLXGX
"f100v.17,+P0",f100v,4146,8,solcthy,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,s,olcth,y,OLXGX,OLXGXY,t,1,olcth|y|OLXGX,OLXGX|y,G_t|S_OLXGXY|T_y,y,XOLXGX,solcthy,8,1.0,last,long,chso,EOL,NONE,EOL,XO,EOL,ch,EOL,XO|NONE,EOL,NG|S_XO|T_NONE,EOL,so|NONE|XO,EOL
"f100v.2,@Lf",f100v,4131,1,chols,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,ols,NONE,OLX,OLX,NONE,0,ols|NONE|OLX,OLX|NONE,NG|S_OLX|T_NONE,NONE,BOLX,chols,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.3,@Lf",f100v,4132,1,opchor,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,pch,or,GB,GBOL,p,1,pch|or|GB,GB|or,G_p|S_GBOL|T_or,or,OGB,opchor,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.4,@Lf",f100v,4133,1,solsy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,s,ols,y,OLX,OLXY,NONE,0,ols|y|OLX,OLX|y,NG|S_OLXY|T_y,y,XOLX,solsy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.5,@Lf",f100v,4134,1,soleesos,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,s,oleesos,NONE,OLEXOX,OLEXOX,NONE,0,oleesos|NONE|OLEXOX,OLEXOX|NONE,NG|S_OLEXOX|T_NONE,NONE,XOLEXOX,soleesos,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.6,@Lf",f100v,4135,1,ykchochdy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,kchoch,dy,GBOB,GBOBDY,k,1,kchoch|dy|GBOB,GBOB|dy,G_k|S_GBOBDY|T_dy,dy,YGBOB,ykchochdy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.7,@Lf",f100v,4136,1,ykchdy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,kch,dy,GB,GBDY,k,1,kch|dy|GB,GB|dy,G_k|S_GBDY|T_dy,dy,YGB,ykchdy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.8,@Lf",f100v,4137,1,dchdy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,ch,dy,B,BDY,NONE,0,ch|dy|B,B|dy,NG|S_BDY|T_dy,dy,DB,dchdy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f100v.9,@Lf",f100v,4138,1,dalsy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,als,y,OLX,OLXY,NONE,0,als|y|OLX,OLX|y,NG|S_OLXY|T_y,y,DOLX,dalsy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.10,@Lf",f101v,4171,1,okol,R07,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,o,l,O,OL,k,1,o|l|O,O|l,G_k|S_OL|T_l,ol,OG,okol,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.11,@Lf",f101v,4172,1,arom,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,aro,m,OLO,OLOL,NONE,0,aro|m|OLO,OLO|m,NG|S_OLOL|T_m,m,OLO,arom,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.12,@Lf",f101v,4173,1,oraram,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,or,ara,m,OLO,OLOL,NONE,0,ara|m|OLO,OLO|m,NG|S_OLOL|T_m,m,OLOLO,oraram,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.13,@Lf",f101v,4174,1,oraeep,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,or,aeep,NONE,OEG,OEG,p,1,aeep|NONE|OEG,OEG|NONE,G_p|S_OEG|T_NONE,NONE,OLOEG,oraeep,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.14,@Lf",f101v,4175,1,dytolg,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,ytolg,NONE,YGOLX,YGOLX,t,1,ytolg|NONE|YGOLX,YGOLX|NONE,G_t|S_YGOLX|T_NONE,NONE,DYGOLX,dytolg,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.15,@Lf",f101v,4176,1,olkor,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ol,k,or,G,GOL,k,1,k|or|G,G|or,G_k|S_GOL|T_or,or,OLG,olkor,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.16,@Lf",f101v,4177,1,dolary,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,olar,y,OLOL,OLOLY,NONE,0,olar|y|OLOL,OLOL|y,NG|S_OLOLY|T_y,y,DOLOL,dolary,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.17,@Lf",f101v,4178,1,odor,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,d,or,D,DOL,NONE,0,d|or|D,D|or,NG|S_DOL|T_or,or,OD,odor,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.18,@Lf",f101v,4179,1,olaran,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ol,ara,n,OLO,OLOL,NONE,0,ara|n|OLO,OLO|n,NG|S_OLOL|T_n,n,OLOLO,olaran,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.2,@Lf",f101v,4163,1,otaldy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ot,al,dy,OL,OLDY,t,1,al|dy|OL,OL|dy,G_t|S_OLDY|T_dy,dy,OGOL,otaldy,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.26,+P0",f101v,4187,1,olaiin,R10,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ol,a,iin,O,OIL,NONE,0,a|iin|O,O|iin,NG|S_OIL|T_iin,aiin,OL,olaiin,22,0.045454545454545456,first,verylong,BOL,okeol,BOL,ol,BOL,EOL,BOL,ok,BOL,E|ol,BOL,G_k|S_EOL|T_ol,BOL,e|ol|E
"f101v.26,+P0",f101v,4187,2,okeol,R06,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,e,ol,E,EOL,k,1,e|ol|E,E|ol,G_k|S_EOL|T_ol,ol,OGE,okeol,22,0.09090909090909091,second,verylong,olaiin,cheo,iin,NONE,OIL,EO,ol,ch,O|iin,EO|NONE,NG|S_OIL|T_iin,NG|S_EO|T_NONE,a|iin|O,eo|NONE|EO
"f101v.26,+P0",f101v,4187,3,cheo,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,eo,NONE,EO,EO,NONE,0,eo|NONE|EO,EO|NONE,NG|S_EO|T_NONE,NONE,BEO,cheo,22,0.13636363636363635,early,verylong,okeol,kol,ol,ol,EOL,GOL,ok,NONE,E|ol,G|ol,G_k|S_EOL|T_ol,G_k|S_GOL|T_ol,e|ol|E,k|ol|G
"f101v.26,+P0",f101v,4187,4,kol,R06,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,k,ol,G,GOL,k,1,k|ol|G,G|ol,G_k|S_GOL|T_ol,ol,G,kol,22,0.18181818181818182,early,verylong,cheo,ches,NONE,NONE,EO,EX,ch,ch,EO|NONE,EX|NONE,NG|S_EO|T_NONE,NG|S_EX|T_NONE,eo|NONE|EO,es|NONE|EX
"f101v.26,+P0",f101v,4187,5,ches,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,es,NONE,EX,EX,NONE,0,es|NONE|EX,EX|NONE,NG|S_EX|T_NONE,NONE,BEX,ches,22,0.22727272727272727,early,verylong,kol,sheey,ol,ey,GOL,EY,NONE,sh,G|ol,E|ey,G_k|S_GOL|T_ol,NG|S_EY|T_ey,k|ol|G,e|ey|E
"f101v.26,+P0",f101v,4187,6,sheey,R06,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,e,ey,E,EY,NONE,0,e|ey|E,E|ey,NG|S_EY|T_ey,eey,B,sheey,22,0.2727272727272727,early,verylong,ches,qoor,NONE,r,EX,OL,ch,qo,EX|NONE,O|r,NG|S_EX|T_NONE,NG|S_OL|T_r,es|NONE|EX,o|r|O
"f101v.26,+P0",f101v,4187,7,qoor,H07,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qo,o,r,O,OL,NONE,0,o|r|O,O|r,NG|S_OL|T_r,or,QO,qoor,22,0.3181818181818182,early,verylong,sheey,qokeody,ey,dy,EY,EODY,sh,qok,E|ey,EO|dy,NG|S_EY|T_ey,G_k|S_EODY|T_dy,e|ey|E,eo|dy|EO
