scope_name,scope_type,scope_value,lens,role_unit_key,dominant_role,occurrences,distinct_lines,distinct_token_types,dominant_role_share,section_count,currier_count,hand_count,marker_count,top_tokens,induction_votes,loose_induction_votes,mean_induction_match,mean_induction_cluster_purity,induction_detail,tier,reason
global,global,global,surface_token,aiin,R06,57,51,1,1.0,7,3,5,4,aiin,5,5,0.825,0.52,16:0.895/0.457 24:0.754/0.476 32:0.702/0.458 48:0.930/0.477 64:0.842/0.732,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,al,R06,31,28,1,1.0,5,3,5,3,al,5,5,0.787,0.469,16:0.871/0.455 24:0.742/0.463 32:0.871/0.476 48:0.806/0.473 64:0.645/0.478,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,ar,R06,58,52,1,1.0,7,3,5,4,ar,5,5,0.724,0.483,16:0.845/0.461 24:0.690/0.492 32:0.672/0.473 48:0.793/0.501 64:0.621/0.487,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,chckhy,R00,41,39,1,1.0,5,2,3,1,chckhy,4,5,0.961,0.482,16:0.951/0.447 24:0.976/0.499 32:0.976/0.496 48:0.951/0.474 64:0.951/0.496,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,chcthy,R04,16,15,1,1.0,4,2,3,1,chcthy,0,0,0.0,0.372,16:0.000/0.335 24:0.000/0.317 32:0.000/0.485 48:0.000/0.318 64:0.000/0.404,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,chdy,R02,27,26,1,1.0,6,3,6,3,chdy,0,0,0.0,0.473,16:0.000/0.449 24:0.000/0.459 32:0.000/0.461 48:0.000/0.461 64:0.000/0.537,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,chedy,R02,94,82,1,1.0,4,1,4,3,chedy,0,0,0.091,0.46,16:0.000/0.440 24:0.000/0.476 32:0.000/0.440 48:0.000/0.450 64:0.457/0.493,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,cheey,R06,25,24,1,1.0,5,3,5,3,cheey,3,5,0.864,0.496,16:1.000/0.437 24:0.840/0.489 32:0.640/0.446 48:0.920/0.473 64:0.920/0.635,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,cheky,R06,15,15,1,1.0,6,3,5,3,cheky,0,0,0.027,0.509,16:0.000/0.516 24:0.067/0.532 32:0.000/0.505 48:0.000/0.492 64:0.067/0.502,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,cheody,R00,17,17,1,1.0,5,3,6,3,cheody,0,1,0.306,0.45,16:0.059/0.444 24:0.588/0.474 32:0.294/0.443 48:0.176/0.426 64:0.412/0.462,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,cheol,R00,25,24,1,1.0,6,3,5,3,cheol,0,0,0.224,0.439,16:0.000/0.443 24:0.200/0.450 32:0.400/0.444 48:0.160/0.435 64:0.360/0.425,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,chey,R06,54,50,1,1.0,5,2,4,2,chey,3,5,0.833,0.519,16:0.963/0.443 24:0.852/0.487 32:0.556/0.451 48:0.870/0.467 64:0.926/0.747,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,chody,R00,18,18,1,1.0,5,2,4,3,chody,0,1,0.311,0.458,16:0.167/0.456 24:0.500/0.469 32:0.278/0.453 48:0.389/0.449 64:0.222/0.459,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,chol,R07,96,83,1,1.0,7,3,5,3,chol,0,0,0.0,0.445,16:0.000/0.446 24:0.000/0.420 32:0.000/0.474 48:0.000/0.447 64:0.000/0.440,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,chor,R11,48,47,1,1.0,5,3,5,4,chor,0,0,0.0,0.458,16:0.000/0.451 24:0.000/0.458 32:0.000/0.474 48:0.000/0.462 64:0.000/0.442,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,chy,R00,21,20,1,1.0,6,3,3,4,chy,0,0,0.276,0.466,16:0.143/0.458 24:0.429/0.468 32:0.333/0.472 48:0.143/0.476 64:0.333/0.458,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,cthol,R07,18,18,1,1.0,4,3,4,1,cthol,0,0,0.0,0.376,16:0.000/0.337 24:0.000/0.342 32:0.000/0.364 48:0.000/0.379 64:0.000/0.458,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,cthy,R04,15,15,1,1.0,1,1,1,2,cthy,0,0,0.0,0.383,16:0.000/0.330 24:0.000/0.339 32:0.000/0.421 48:0.000/0.407 64:0.000/0.418,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,dain,R06,48,45,1,1.0,5,2,3,3,dain,5,5,0.838,0.498,16:0.958/0.504 24:0.792/0.503 32:0.729/0.497 48:0.938/0.481 64:0.771/0.505,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,dal,R09,37,36,1,1.0,6,3,4,5,dal,0,0,0.0,0.455,16:0.000/0.448 24:0.000/0.443 32:0.000/0.475 48:0.000/0.447 64:0.000/0.462,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,dar,R06,49,47,1,1.0,7,3,5,7,dar,5,5,0.816,0.474,16:0.918/0.470 24:0.796/0.472 32:0.898/0.479 48:0.837/0.486 64:0.633/0.462,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,dy,R02,30,30,1,1.0,6,3,4,2,dy,0,0,0.0,0.467,16:0.000/0.460 24:0.000/0.463 32:0.000/0.467 48:0.000/0.485 64:0.000/0.460,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,lchedy,R00,27,27,1,1.0,3,2,3,1,lchedy,0,1,0.356,0.464,16:0.148/0.455 24:0.519/0.465 32:0.333/0.469 48:0.296/0.463 64:0.481/0.469,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,okaiin,R10,42,41,1,1.0,6,3,4,4,okaiin,0,0,0.0,0.455,16:0.000/0.460 24:0.000/0.480 32:0.000/0.448 48:0.000/0.439 64:0.000/0.450,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,okain,R10,36,34,1,1.0,6,3,4,3,okain,0,0,0.0,0.467,16:0.000/0.474 24:0.000/0.487 32:0.000/0.447 48:0.000/0.456 64:0.000/0.471,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,okal,R07,36,34,1,1.0,7,3,5,4,okal,0,0,0.0,0.495,16:0.000/0.466 24:0.000/0.515 32:0.000/0.491 48:0.000/0.490 64:0.000/0.513,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,okar,R03,27,26,1,1.0,6,3,3,6,okar,0,0,0.0,0.48,16:0.000/0.475 24:0.000/0.483 32:0.000/0.471 48:0.000/0.466 64:0.000/0.503,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,okedy,R00,34,30,1,1.0,6,2,4,3,okedy,1,4,0.682,0.429,16:0.588/0.403 24:0.824/0.487 32:0.559/0.388 48:0.765/0.422 64:0.676/0.445,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,okeedy,R00,33,31,1,1.0,4,2,3,3,okeedy,1,4,0.794,0.435,16:0.758/0.436 24:0.848/0.469 32:0.697/0.399 48:0.848/0.436 64:0.818/0.435,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,okeey,R06,37,36,1,1.0,7,3,5,4,okeey,0,0,0.0,0.47,16:0.000/0.469 24:0.000/0.463 32:0.000/0.459 48:0.000/0.456 64:0.000/0.504,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,okol,R07,23,22,1,1.0,6,3,4,5,okol,0,0,0.0,0.522,16:0.000/0.496 24:0.000/0.563 32:0.000/0.514 48:0.000/0.492 64:0.000/0.545,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,oky,R00,29,29,1,1.0,8,3,5,7,oky,5,5,0.993,0.554,16:1.000/0.531 24:1.000/0.583 32:1.000/0.538 48:1.000/0.552 64:0.966/0.565,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,ol,R06,73,66,1,1.0,6,3,5,4,ol,5,5,0.844,0.482,16:0.904/0.464 24:0.822/0.469 32:0.877/0.492 48:0.877/0.499 64:0.740/0.485,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,or,R06,48,46,1,1.0,7,3,4,3,or,4,5,0.729,0.483,16:0.854/0.469 24:0.583/0.479 32:0.729/0.486 48:0.729/0.514 64:0.750/0.468,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,otaiin,R10,23,22,1,1.0,5,3,4,3,otaiin,0,0,0.0,0.37,16:0.000/0.356 24:0.000/0.366 32:0.000/0.337 48:0.000/0.379 64:0.000/0.413,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,otain,R00,25,24,1,1.0,5,3,3,2,otain,0,0,0.976,0.344,16:1.000/0.334 24:1.000/0.328 32:1.000/0.329 48:1.000/0.352 64:0.880/0.378,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,otedy,R01,30,28,1,1.0,4,1,2,3,otedy,0,0,0.0,0.31,16:0.000/0.326 24:0.000/0.324 32:0.000/0.276 48:0.000/0.263 64:0.000/0.362,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,oteedy,R01,15,15,1,1.0,4,1,2,1,oteedy,0,0,0.0,0.299,16:0.000/0.298 24:0.000/0.305 32:0.000/0.248 48:0.000/0.246 64:0.000/0.396,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qokaiin,H08,44,43,1,1.0,6,2,3,3,qokaiin,0,0,0.445,0.366,16:0.432/0.353 24:0.364/0.412 32:0.386/0.378 48:0.318/0.335 64:0.727/0.354,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qokain,H08,57,54,1,1.0,3,2,2,1,qokain,0,1,0.435,0.383,16:0.246/0.359 24:0.509/0.444 32:0.333/0.400 48:0.456/0.356 64:0.632/0.358,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qokal,H08,37,35,1,1.0,5,3,4,1,qokal,0,0,0.389,0.401,16:0.243/0.368 24:0.486/0.449 32:0.216/0.432 48:0.378/0.375 64:0.622/0.381,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qokar,R03,29,27,1,1.0,4,2,3,3,qokar,0,0,0.0,0.387,16:0.000/0.364 24:0.000/0.446 32:0.000/0.394 48:0.000/0.366 64:0.000/0.365,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qokchdy,H09,16,13,1,1.0,5,2,4,3,qokchdy,0,0,0.0,0.409,16:0.000/0.401 24:0.000/0.439 32:0.000/0.390 48:0.000/0.416 64:0.000/0.400,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qokedy,H12,89,73,1,1.0,5,1,5,2,qokedy,0,0,0.0,0.348,16:0.000/0.314 24:0.000/0.429 32:0.000/0.313 48:0.000/0.336 64:0.000/0.348,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qokeedy,H01,85,70,1,1.0,5,1,4,2,qokeedy,0,0,0.085,0.347,16:0.000/0.324 24:0.000/0.414 32:0.412/0.315 48:0.000/0.344 64:0.012/0.341,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qokeey,H08,77,67,1,1.0,6,2,4,3,qokeey,0,0,0.421,0.391,16:0.338/0.377 24:0.429/0.434 32:0.429/0.408 48:0.377/0.364 64:0.532/0.372,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qokey,H08,25,25,1,1.0,6,3,5,1,qokey,0,0,0.288,0.423,16:0.120/0.413 24:0.480/0.452 32:0.240/0.434 48:0.240/0.410 64:0.360/0.407,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qokol,H08,20,18,1,1.0,6,3,5,2,qokol,0,0,0.19,0.395,16:0.050/0.380 24:0.400/0.433 32:0.000/0.403 48:0.200/0.385 64:0.300/0.374,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qoky,H01,43,42,1,1.0,5,2,4,2,qoky,0,0,0.0,0.45,16:0.000/0.414 24:0.000/0.520 32:0.000/0.438 48:0.000/0.445 64:0.000/0.434,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qol,R00,23,21,1,1.0,3,1,3,1,qol,0,0,0.148,0.455,16:0.000/0.457 24:0.174/0.441 32:0.043/0.483 48:0.174/0.450 64:0.348/0.445,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qotain,H13,15,14,1,1.0,3,2,2,1,qotain,0,0,0.053,0.307,16:0.000/0.310 24:0.000/0.323 32:0.000/0.273 48:0.000/0.242 64:0.267/0.390,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qotedy,H17,22,20,1,1.0,3,1,2,2,qotedy,0,0,0.0,0.33,16:0.000/0.333 24:0.000/0.325 32:0.000/0.322 48:0.000/0.305 64:0.000/0.363,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qoteedy,H01,25,23,1,1.0,4,1,3,1,qoteedy,0,0,0.128,0.315,16:0.000/0.312 24:0.000/0.328 32:0.040/0.278 48:0.000/0.282 64:0.600/0.377,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,qoty,H01,16,16,1,1.0,5,2,4,2,qoty,0,0,0.0,0.383,16:0.000/0.370 24:0.000/0.353 32:0.000/0.457 48:0.000/0.340 64:0.000/0.396,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,s,R06,39,39,1,1.0,7,3,5,5,s,1,2,0.462,0.483,16:0.744/0.466 24:0.256/0.488 32:0.410/0.487 48:0.564/0.483 64:0.333/0.490,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,saiin,R06,39,38,1,1.0,6,3,6,3,saiin,5,5,0.836,0.54,16:0.923/0.514 24:0.769/0.516 32:0.846/0.502 48:0.897/0.553 64:0.744/0.613,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,sain,R06,20,20,1,1.0,5,2,3,1,sain,5,5,0.9,0.546,16:1.000/0.539 24:0.900/0.550 32:0.800/0.542 48:0.950/0.551 64:0.850/0.547,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,shedy,R06,95,83,1,1.0,5,1,4,3,shedy,3,5,0.865,0.465,16:0.989/0.445 24:0.800/0.477 32:0.874/0.445 48:0.926/0.464 64:0.737/0.493,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,sheedy,R06,23,22,1,1.0,4,1,3,1,sheedy,5,5,0.913,0.469,16:1.000/0.458 24:0.826/0.481 32:0.957/0.459 48:0.870/0.471 64:0.913/0.476,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,sheey,R06,29,28,1,1.0,7,3,4,3,sheey,4,5,0.814,0.499,16:0.897/0.452 24:0.828/0.474 32:0.655/0.448 48:0.828/0.478 64:0.862/0.641,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,shey,R06,48,46,1,1.0,6,3,6,2,shey,3,5,0.896,0.524,16:0.979/0.444 24:0.938/0.491 32:0.729/0.448 48:0.854/0.471 64:0.979/0.767,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,sho,R06,22,21,1,1.0,3,2,2,1,sho,5,5,0.891,0.505,16:1.000/0.506 24:0.818/0.517 32:0.818/0.506 48:0.909/0.495 64:0.909/0.500,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,shol,R08,21,17,1,1.0,5,2,4,2,shol,0,0,0.0,0.474,16:0.000/0.476 24:0.000/0.454 32:0.000/0.501 48:0.000/0.470 64:0.000/0.470,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,shy,R06,21,20,1,1.0,7,3,4,5,shy,2,5,0.695,0.468,16:0.952/0.439 24:0.667/0.468 32:0.571/0.460 48:0.762/0.459 64:0.524/0.513,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,surface_token,y,R06,25,25,1,1.0,5,3,5,3,y,0,0,0.384,0.523,16:0.480/0.515 24:0.400/0.518 32:0.320/0.519 48:0.480/0.524 64:0.240/0.537,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,ai|r|OE,R06,39,37,7,0.462,7,3,5,6,"dair, air, sair, qokair, okair, otair, qotair",0,3,0.523,0.484,16:0.564/0.466 24:0.538/0.492 32:0.436/0.480 48:0.590/0.480 64:0.487/0.501,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,al|dy|OL,R00,22,22,6,0.545,7,3,5,5,"okaldy, daldy, otaldy, qokaldy, saldy, aldy",5,5,0.836,0.571,16:0.773/0.557 24:0.864/0.588 32:0.864/0.561 48:0.773/0.567 64:0.909/0.584,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,al|y|OL,R00,33,31,9,0.667,8,3,5,6,"otaly, okaly, daly, qokaly, aly, olaly, saly, oraly",5,5,0.836,0.599,16:0.818/0.592 24:0.848/0.599 32:0.848/0.597 48:0.848/0.614 64:0.818/0.591,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,ar|y|OL,R00,35,35,8,0.571,8,3,5,7,"dary, okary, ary, sary, orary, chary, otary, oary",5,5,0.869,0.564,16:0.886/0.568 24:0.886/0.551 32:0.914/0.558 48:0.771/0.573 64:0.886/0.570,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,a|iin|O,R10,380,297,15,0.545,8,3,6,8,"daiin, aiin, qokaiin, okaiin, saiin, otaiin, qotaiin, chaiin",0,0,0.062,0.482,16:0.000/0.446 24:0.000/0.466 32:0.000/0.440 48:0.000/0.449 64:0.311/0.610,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,a|in|O,R06,226,179,13,0.367,8,3,4,6,"qokain, dain, okain, otain, sain, qotain, ain, oain",0,0,0.347,0.438,16:0.394/0.431 24:0.327/0.459 32:0.305/0.433 48:0.381/0.423 64:0.327/0.445,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,a|l|O,R06,192,157,12,0.234,8,3,6,7,"qokal, dal, okal, al, qotal, chal, sal, otal",0,0,0.375,0.444,16:0.432/0.430 24:0.370/0.448 32:0.396/0.453 48:0.406/0.437 64:0.271/0.451,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,a|m|O,R06,63,61,12,0.651,8,3,4,6,"dam, am, otam, qokam, okam, oram, olam, sham",0,0,0.26,0.501,16:0.397/0.485 24:0.190/0.493 32:0.175/0.494 48:0.349/0.527 64:0.190/0.507,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,a|n|O,R06,16,15,8,0.375,5,3,4,4,"qokan, dan, chan, shan, an, oran, qotan, okan",0,1,0.338,0.462,16:0.500/0.441 24:0.188/0.484 32:0.375/0.452 48:0.375/0.470 64:0.250/0.461,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,a|r|O,R06,224,183,13,0.562,8,3,6,9,"ar, dar, qokar, okar, sar, otar, char, qotar",0,2,0.487,0.455,16:0.567/0.442 24:0.460/0.464 32:0.496/0.452 48:0.513/0.460 64:0.402/0.459,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,cho|NONE|BO,R00,20,19,6,0.7,4,3,4,3,"cho, dcho, qokcho, okcho, ycho, otcho",0,0,0.33,0.489,16:0.250/0.483 24:0.400/0.504 32:0.400/0.492 48:0.200/0.492 64:0.400/0.474,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,ch|dy|B,R00,42,37,8,0.5,7,3,6,7,"qokchdy, otchdy, okchdy, dchdy, olchdy, qotchdy, chchdy, ochdy",5,5,0.795,0.486,16:0.786/0.474 24:0.833/0.501 32:0.810/0.463 48:0.810/0.488 64:0.738/0.504,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,ch|edy|B,R00,37,35,9,0.568,5,1,4,2,"olchedy, qotchedy, otchedy, qokchedy, dchedy, ychedy, okchedy, ochedy",0,3,0.519,0.428,16:0.459/0.418 24:0.649/0.439 32:0.568/0.415 48:0.541/0.415 64:0.378/0.456,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,ch|ey|B,R00,43,42,11,0.488,7,3,5,3,"qokchey, olchey, okchey, otchey, dchey, qochey, orchey, ychey",0,2,0.447,0.447,16:0.395/0.438 24:0.442/0.471 32:0.512/0.442 48:0.372/0.426 64:0.512/0.458,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,ch|ol|B,R06,20,20,7,0.5,6,3,4,4,"ychol, otchol, dchol, okchol, qotchol, ochol, schol",1,5,0.55,0.491,16:0.550/0.493 24:0.500/0.500 32:0.550/0.475 48:0.550/0.480 64:0.600/0.509,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,ch|or|B,R06,21,21,6,0.476,4,3,4,4,"dchor, okchor, ychor, ochor, otchor, qokchor",3,5,0.6,0.512,16:0.619/0.528 24:0.571/0.525 32:0.571/0.522 48:0.619/0.501 64:0.619/0.483,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,ch|y|B,R00,63,60,10,0.54,7,3,5,6,"chy, qotchy, qokchy, okchy, otchy, olchy, dchy, shchy",0,5,0.625,0.437,16:0.619/0.428 24:0.714/0.443 32:0.698/0.440 48:0.556/0.433 64:0.540/0.441,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,ckh|ey|XGX,R00,20,20,5,0.65,6,2,3,1,"qockhey, chckhey, ckhey, ockhey, shckhey",4,5,0.9,0.465,16:1.000/0.456 24:1.000/0.507 32:0.850/0.463 48:0.750/0.430 64:0.900/0.470,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,ckh|y|XGX,R00,73,69,6,0.753,6,3,4,2,"chckhy, shckhy, ckhy, ockhy, qockhy, dckhy",5,5,0.953,0.49,16:0.959/0.467 24:0.986/0.512 32:0.973/0.504 48:0.959/0.483 64:0.890/0.486,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,cth|y|XGX,R04,40,39,7,0.775,5,3,5,3,"chcthy, cthy, shcthy, qocthy, dcthy, octhy, qcthy",0,0,0.0,0.387,16:0.000/0.344 24:0.000/0.338 32:0.000/0.469 48:0.000/0.362 64:0.000/0.423,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,d|aiin|D,R10,20,19,5,0.6,5,3,4,3,"odaiin, ydaiin, qodaiin, oldaiin, chdaiin",0,0,0.0,0.471,16:0.000/0.470 24:0.000/0.482 32:0.000/0.461 48:0.000/0.463 64:0.000/0.478,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,d|y|D,R02,92,86,10,0.62,8,3,6,6,"dy, chdy, shdy, ody, oldy, otdy, ddy, ydy",0,0,0.0,0.484,16:0.000/0.470 24:0.000/0.476 32:0.000/0.477 48:0.000/0.485 64:0.000/0.514,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,ek|y|EG,R06,22,22,2,1.0,6,3,6,4,"cheky, sheky",0,0,0.018,0.502,16:0.000/0.483 24:0.045/0.536 32:0.000/0.508 48:0.000/0.487 64:0.045/0.495,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,eo|NONE|EO,R00,16,15,4,0.438,3,2,3,3,"sheo, cheo, okeo, qokeo",2,3,0.487,0.475,16:0.250/0.476 24:0.562/0.483 32:0.688/0.471 48:0.250/0.465 64:0.688/0.481,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,eo|dy|EO,R00,50,44,6,0.58,7,3,6,5,"cheody, okeody, qokeody, sheody, oteody, qoteody",2,2,0.524,0.474,16:0.460/0.458 24:0.620/0.509 32:0.480/0.456 48:0.460/0.455 64:0.600/0.490,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,e|ar|E,R00,26,25,7,0.692,7,3,4,4,"chear, shear, qokear, okear, ear, oear, qear",0,2,0.392,0.452,16:0.154/0.441 24:0.577/0.477 32:0.577/0.437 48:0.346/0.445 64:0.308/0.456,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,e|dy|E,R06,367,232,8,0.262,6,2,5,5,"shedy, chedy, qokedy, okedy, otedy, qotedy, qoedy, dedy",0,0,0.421,0.411,16:0.515/0.392 24:0.398/0.445 32:0.422/0.386 48:0.452/0.399 64:0.316/0.435,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,e|edy|E,H01,203,153,9,0.542,7,3,6,3,"qokeedy, okeedy, qoteedy, sheedy, oteedy, cheedy, qoeedy, oeedy",0,0,0.06,0.382,16:0.000/0.368 24:0.000/0.420 32:0.212/0.352 48:0.000/0.372 64:0.089/0.395,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,e|eey|E,R00,16,16,8,0.625,6,3,4,2,"qokeeey, okeeey, qeeey, qoteeey, eeey, oteeey, oeeey, oreeey",0,5,0.562,0.426,16:0.562/0.416 24:0.562/0.435 32:0.625/0.408 48:0.562/0.426 64:0.500/0.445,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,e|ey|E,R06,195,159,10,0.477,8,3,6,7,"qokeey, okeey, sheey, cheey, oteey, qoeey, qoteey, deey",0,0,0.266,0.431,16:0.303/0.411 24:0.256/0.443 32:0.200/0.419 48:0.282/0.407 64:0.287/0.476,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,e|ol|E,R06,68,62,9,0.397,7,3,6,6,"cheol, sheol, qokeol, okeol, qoteol, oteol, qeol, deol",0,3,0.518,0.443,16:0.632/0.438 24:0.515/0.464 32:0.471/0.440 48:0.529/0.438 64:0.441/0.434,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,e|or|E,R00,28,28,5,0.679,6,3,4,3,"cheor, sheor, okeor, oteor, qokeor",0,1,0.429,0.482,16:0.357/0.465 24:0.571/0.505 32:0.464/0.470 48:0.286/0.476 64:0.464/0.494,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,e|y|E,R06,156,137,8,0.654,7,3,6,4,"chey, shey, qokey, okey, otey, qotey, ey, qey",1,4,0.577,0.483,16:0.647/0.430 24:0.596/0.469 32:0.429/0.434 48:0.577/0.442 64:0.635/0.642,low_reliability_or_unlikely,does not meet good candidate thresholds
global,global,global,conservative_morphology,kch|y|GB,R06,16,13,5,0.75,4,3,3,4,"kchy, ykchy, chkchy, olkchy, shkchy",0,0,0.0,0.504,16:0.000/0.487 24:0.000/0.543 32:0.000/0.486 48:0.000/0.502 64:0.000/0.500,low_reliability_or_unlikely,does not meet good candidate thresholds
