occurrence_id,loc,folio,line_order,token_position,token,role,meta_I,meta_L,meta_H,line_marker_family,assigned_tier,assigned_lens,assigned_unit,assigned_scope,assigned_role
1063,"f111r.29,+P0",f111r,4881,4,rky,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1064,"f111r.29,+P0",f111r,4881,5,chey,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_y,global=global,R06
1065,"f111r.29,+P0",f111r,4881,6,okeeo,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1066,"f111r.29,+P0",f111r,4881,7,chr,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1067,"f111r.29,+P0",f111r,4881,8,al,R06,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,al,global=global,R06
1068,"f111r.29,+P0",f111r,4881,9,ar,R06,S,B,3,paragraph_continuation,reliable_global,surface_token,ar,global=global,R06
1069,"f111r.29,+P0",f111r,4881,10,qokeedy,H01,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1070,"f111r.29,+P0",f111r,4881,11,qokedy,H12,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokedy,meta_L=B,H12
1071,"f111r.29,+P0",f111r,4881,12,qoteedy,H01,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1072,"f111r.29,+P0",f111r,4881,13,qod,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1073,"f111r.3,+P0",f111r,4855,1,dsheedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1074,"f111r.3,+P0",f111r,4855,2,lkeedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1075,"f111r.3,+P0",f111r,4855,3,chckhy,R00,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,chckhy,global=global,R00
1076,"f111r.3,+P0",f111r,4855,4,lchedy,R00,S,B,3,paragraph_continuation,reliable_conditioned,broad_shape,LB|edy,meta_L=B,R00
1077,"f111r.3,+P0",f111r,4855,5,qokeey,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokeey,meta_L=B,H08
1078,"f111r.3,+P0",f111r,4855,6,qokear,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1079,"f111r.3,+P0",f111r,4855,7,chal,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1080,"f111r.3,+P0",f111r,4855,8,qokeear,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1081,"f111r.3,+P0",f111r,4855,9,cheokedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1082,"f111r.3,+P0",f111r,4855,10,sal,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1083,"f111r.3,+P0",f111r,4855,11,lokam,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1084,"f111r.34,+P0",f111r,4886,1,teo,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1085,"f111r.34,+P0",f111r,4886,2,olkeeo,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1086,"f111r.34,+P0",f111r,4886,3,al,R06,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,al,global=global,R06
1087,"f111r.34,+P0",f111r,4886,4,lkeeey,R00,S,B,3,paragraph_continuation,good_but_not_reliable_enough,stolfi_inspired_signature,G_k|S_LGEY|T_eey,global=global,R00
1088,"f111r.34,+P0",f111r,4886,5,olain,R00,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_OEL|T_in,global=global,R06
1089,"f111r.34,+P0",f111r,4886,6,ar,R06,S,B,3,paragraph_continuation,reliable_global,surface_token,ar,global=global,R06
1090,"f111r.34,+P0",f111r,4886,7,akeom,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1091,"f111r.34,+P0",f111r,4886,8,qokain,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1092,"f111r.34,+P0",f111r,4886,9,al,R06,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,al,global=global,R06
1093,"f111r.34,+P0",f111r,4886,10,qokeeod,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1094,"f111r.34,+P0",f111r,4886,11,lkedlkey,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1095,"f111r.34,+P0",f111r,4886,12,teedar,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1096,"f111r.38,+P0",f111r,4890,1,dched,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1097,"f111r.38,+P0",f111r,4890,2,daiin,R10,S,B,3,paragraph_continuation,good_but_not_reliable_enough,surface_token,daiin,global=global,R10
1098,"f111r.38,+P0",f111r,4890,3,al,R06,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,al,global=global,R06
1099,"f111r.38,+P0",f111r,4890,4,okeey,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1100,"f111r.38,+P0",f111r,4890,5,kechedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1101,"f111r.38,+P0",f111r,4890,6,chcthedy,R04,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1102,"f111r.38,+P0",f111r,4890,7,chedain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1103,"f111r.38,+P0",f111r,4890,8,otedy,R01,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,otedy,meta_L=B,R01
1104,"f111r.38,+P0",f111r,4890,9,qokeedykey,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1105,"f111r.38,+P0",f111r,4890,10,l,R06,S,B,3,paragraph_continuation,good_but_not_reliable_enough,surface_token,l,global=global,R06
1106,"f111r.38,+P0",f111r,4890,11,ltain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1107,"f111r.41,+P0",f111r,4893,1,ycheey,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1108,"f111r.41,+P0",f111r,4893,2,raiin,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1109,"f111r.41,+P0",f111r,4893,3,cheody,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1110,"f111r.41,+P0",f111r,4893,4,qokechy,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1111,"f111r.41,+P0",f111r,4893,5,qokeey,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokeey,meta_L=B,H08
1112,"f111r.41,+P0",f111r,4893,6,okedy,R00,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,okedy,meta_L=B,R00
1113,"f111r.41,+P0",f111r,4893,7,lchedy,R00,S,B,3,paragraph_continuation,reliable_conditioned,broad_shape,LB|edy,meta_L=B,R00
1114,"f111r.41,+P0",f111r,4893,8,qokeeal,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1115,"f111r.41,+P0",f111r,4893,9,daiin,R10,S,B,3,paragraph_continuation,good_but_not_reliable_enough,surface_token,daiin,global=global,R10
1116,"f111r.41,+P0",f111r,4893,10,otaral,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1117,"f111r.43,+P0",f111r,4895,1,okeedy,R00,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,okeedy,meta_L=B,R00
1118,"f111r.43,+P0",f111r,4895,2,lkeedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1119,"f111r.43,+P0",f111r,4895,3,lkedar,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1120,"f111r.43,+P0",f111r,4895,4,okeedy,R00,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,okeedy,meta_L=B,R00
1121,"f111r.43,+P0",f111r,4895,5,chedy,R02,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,chedy,meta_L=B,R02
1122,"f111r.45,+P0",f111r,4897,1,oain,R00,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_OEL|T_in,global=global,R06
1123,"f111r.45,+P0",f111r,4897,2,ain,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_OEL|T_in,global=global,R06
1124,"f111r.45,+P0",f111r,4897,3,keeey,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1125,"f111r.45,+P0",f111r,4897,4,teed,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1126,"f111r.45,+P0",f111r,4897,5,checkhed,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1127,"f111r.45,+P0",f111r,4897,6,iir,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1128,"f111r.45,+P0",f111r,4897,7,okeey,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1129,"f111r.45,+P0",f111r,4897,8,lkeeey,R00,S,B,3,paragraph_continuation,good_but_not_reliable_enough,stolfi_inspired_signature,G_k|S_LGEY|T_eey,global=global,R00
1130,"f111r.45,+P0",f111r,4897,9,okeeolkeey,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1131,"f111r.45,+P0",f111r,4897,10,lkeey,R00,S,B,3,paragraph_continuation,good_but_not_reliable_enough,stolfi_inspired_signature,G_k|S_LGEY|T_eey,global=global,R00
1132,"f111r.45,+P0",f111r,4897,11,lkeedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1133,"f111r.45,+P0",f111r,4897,12,qoky,H01,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1134,"f111r.47,+P0",f111r,4899,1,sheedy,R06,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,sheedy,global=global,R06
1135,"f111r.47,+P0",f111r,4899,2,qokeey,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokeey,meta_L=B,H08
1136,"f111r.47,+P0",f111r,4899,3,sheey,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_ey,global=global,R06
1137,"f111r.47,+P0",f111r,4899,4,qoteedy,H01,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1138,"f111r.47,+P0",f111r,4899,5,qeear,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1139,"f111r.47,+P0",f111r,4899,6,al,R06,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,al,global=global,R06
1140,"f111r.47,+P0",f111r,4899,7,chedy,R02,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,chedy,meta_L=B,R02
1141,"f111r.47,+P0",f111r,4899,8,okeey,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1142,"f111r.47,+P0",f111r,4899,9,chedy,R02,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,chedy,meta_L=B,R02
1143,"f111r.48,+P0",f111r,4900,1,poeokeey,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1144,"f111r.48,+P0",f111r,4900,2,lkeedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1145,"f111r.48,+P0",f111r,4900,3,tedain,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1146,"f111r.48,+P0",f111r,4900,4,shecthy,R00,S,B,3,paragraph_continuation,good_but_not_reliable_enough,broad_shape,EXGX|y,global=global,R00
1147,"f111r.48,+P0",f111r,4900,5,qokeedy,H01,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1148,"f111r.48,+P0",f111r,4900,6,chckhy,R00,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,chckhy,global=global,R00
1149,"f111r.48,+P0",f111r,4900,7,lfchy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1150,"f111r.48,+P0",f111r,4900,8,cheal,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1151,"f111r.48,+P0",f111r,4900,9,chepcham,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1152,"f111r.48,+P0",f111r,4900,10,daim,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1153,"f111r.49,+P0",f111r,4901,1,dcheey,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1154,"f111r.49,+P0",f111r,4901,2,keeey,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1155,"f111r.49,+P0",f111r,4901,3,qockhey,H07,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1156,"f111r.49,+P0",f111r,4901,4,qokeey,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokeey,meta_L=B,H08
1157,"f111r.49,+P0",f111r,4901,5,lchedykeeor,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1158,"f111r.49,+P0",f111r,4901,6,okeey,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1159,"f111r.49,+P0",f111r,4901,7,lkeedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1160,"f111r.49,+P0",f111r,4901,8,lkeey,R00,S,B,3,paragraph_continuation,good_but_not_reliable_enough,stolfi_inspired_signature,G_k|S_LGEY|T_eey,global=global,R00
1161,"f111r.49,+P0",f111r,4901,9,qokaiin,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokaiin,meta_L=B,H08
1162,"f111r.49,+P0",f111r,4901,10,ol,R06,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,ol,global=global,R06
1163,"f111r.54,+P0",f111r,4906,1,tair,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1164,"f111r.54,+P0",f111r,4906,2,chckhaiin,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1165,"f111r.54,+P0",f111r,4906,3,dair,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1166,"f111r.54,+P0",f111r,4906,4,qokal,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1167,"f111r.54,+P0",f111r,4906,5,otain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1168,"f111r.54,+P0",f111r,4906,6,okal,R07,S,B,3,paragraph_continuation,reliable_global,surface_token,okal,global=global,R07
1169,"f111r.6,+P0",f111r,4858,1,dain,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_OEL|T_in,global=global,R06
1170,"f111r.6,+P0",f111r,4858,2,shedy,R06,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,shedy,meta_L=B,R06
1171,"f111r.6,+P0",f111r,4858,3,qoky,H01,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1172,"f111r.6,+P0",f111r,4858,4,chedy,R02,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,chedy,meta_L=B,R02
1173,"f111r.6,+P0",f111r,4858,5,qok,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1174,"f111r.6,+P0",f111r,4858,6,shed,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1175,"f111r.6,+P0",f111r,4858,7,olchedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1176,"f111r.6,+P0",f111r,4858,8,qokeedy,H01,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1177,"f111r.6,+P0",f111r,4858,9,teedy,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1178,"f111r.6,+P0",f111r,4858,10,chdy,R02,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,chdy,meta_L=B,R02
1179,"f111r.6,+P0",f111r,4858,11,keedy,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1180,"f111r.6,+P0",f111r,4858,12,qotchedy,H15,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1181,"f111r.6,+P0",f111r,4858,13,dary,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1182,"f111v.10,+P0",f111v,4916,1,soiin,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1183,"f111v.10,+P0",f111v,4916,2,shed,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1184,"f111v.10,+P0",f111v,4916,3,qoksheo,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1185,"f111v.10,+P0",f111v,4916,4,lor,R00,S,B,3,paragraph_continuation,good_but_not_reliable_enough,broad_shape,L|or,global=global,R00
1186,"f111v.10,+P0",f111v,4916,5,cheo,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1187,"f111v.10,+P0",f111v,4916,6,lolaiin,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1188,"f111v.10,+P0",f111v,4916,7,shey,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_y,global=global,R06
1189,"f111v.10,+P0",f111v,4916,8,qokain,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1190,"f111v.10,+P0",f111v,4916,9,chear,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1191,"f111v.10,+P0",f111v,4916,10,qoteol,H13,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1192,"f111v.10,+P0",f111v,4916,11,shcthy,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1193,"f111v.10,+P0",f111v,4916,12,ldy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1194,"f111v.11,+P0",f111v,4917,1,ylcheey,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1195,"f111v.11,+P0",f111v,4917,2,shear,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1196,"f111v.11,+P0",f111v,4917,3,aiin,R06,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,aiin,global=global,R06
1197,"f111v.11,+P0",f111v,4917,4,sheer,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1198,"f111v.11,+P0",f111v,4917,5,otain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1199,"f111v.11,+P0",f111v,4917,6,otedy,R01,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,otedy,meta_L=B,R01
1200,"f111v.11,+P0",f111v,4917,7,qokain,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1201,"f111v.11,+P0",f111v,4917,8,chedkain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1202,"f111v.11,+P0",f111v,4917,9,shedaitain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1203,"f111v.11,+P0",f111v,4917,10,shalg,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1204,"f111v.17,+P0",f111v,4923,1,solkain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1205,"f111v.17,+P0",f111v,4923,2,shey,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_y,global=global,R06
1206,"f111v.17,+P0",f111v,4923,3,okaiin,R10,S,B,3,paragraph_continuation,reliable_global,surface_token,okaiin,global=global,R10
1207,"f111v.17,+P0",f111v,4923,4,sheey,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_ey,global=global,R06
1208,"f111v.17,+P0",f111v,4923,5,qokain,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1209,"f111v.17,+P0",f111v,4923,6,chkal,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1210,"f111v.17,+P0",f111v,4923,7,chckhy,R00,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,chckhy,global=global,R00
1211,"f111v.17,+P0",f111v,4923,8,saiin,R06,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,saiin,meta_L=B,R06
1212,"f111v.17,+P0",f111v,4923,9,ar,R06,S,B,3,paragraph_continuation,reliable_global,surface_token,ar,global=global,R06
1213,"f111v.17,+P0",f111v,4923,10,lchal,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1214,"f111v.17,+P0",f111v,4923,11,she,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1215,"f111v.17,+P0",f111v,4923,12,otain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1216,"f111v.21,+P0",f111v,4927,1,sair,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1217,"f111v.21,+P0",f111v,4927,2,air,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1218,"f111v.21,+P0",f111v,4927,3,ain,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_OEL|T_in,global=global,R06
1219,"f111v.21,+P0",f111v,4927,4,qol,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1220,"f111v.21,+P0",f111v,4927,5,rar,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1221,"f111v.21,+P0",f111v,4927,6,ain,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_OEL|T_in,global=global,R06
1222,"f111v.21,+P0",f111v,4927,7,cheey,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_ey,global=global,R06
1223,"f111v.21,+P0",f111v,4927,8,lkeey,R00,S,B,3,paragraph_continuation,good_but_not_reliable_enough,stolfi_inspired_signature,G_k|S_LGEY|T_eey,global=global,R00
1224,"f111v.21,+P0",f111v,4927,9,lkain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1225,"f111v.21,+P0",f111v,4927,10,cheokain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1226,"f111v.21,+P0",f111v,4927,11,sheo,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1227,"f111v.21,+P0",f111v,4927,12,qo,H07,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1228,"f111v.21,+P0",f111v,4927,13,qokain,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1229,"f111v.21,+P0",f111v,4927,14,chear,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1230,"f111v.21,+P0",f111v,4927,15,alam,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1231,"f111v.22,+P0",f111v,4928,1,saiin,R06,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,saiin,meta_L=B,R06
1232,"f111v.22,+P0",f111v,4928,2,ychear,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1233,"f111v.22,+P0",f111v,4928,3,olsheey,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1234,"f111v.22,+P0",f111v,4928,4,chetain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1235,"f111v.22,+P0",f111v,4928,5,chedy,R02,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,chedy,meta_L=B,R02
1236,"f111v.22,+P0",f111v,4928,6,qokain,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1237,"f111v.22,+P0",f111v,4928,7,okain,R10,S,B,3,paragraph_continuation,reliable_global,surface_token,okain,global=global,R10
1238,"f111v.22,+P0",f111v,4928,8,al,R06,S,B,3,paragraph_continuation,reliable_environment_sensitive,surface_token,al,global=global,R06
1239,"f111v.22,+P0",f111v,4928,9,chan,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1240,"f111v.22,+P0",f111v,4928,10,okalchey,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1241,"f111v.22,+P0",f111v,4928,11,lkeeey,R00,S,B,3,paragraph_continuation,good_but_not_reliable_enough,stolfi_inspired_signature,G_k|S_LGEY|T_eey,global=global,R00
1242,"f111v.24,+P0",f111v,4930,1,cheodain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1243,"f111v.24,+P0",f111v,4930,2,qokar,R03,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokar,meta_L=B,R03
1244,"f111v.24,+P0",f111v,4930,3,otain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1245,"f111v.24,+P0",f111v,4930,4,chedy,R02,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,chedy,meta_L=B,R02
1246,"f111v.24,+P0",f111v,4930,5,lkain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1247,"f111v.24,+P0",f111v,4930,6,chey,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_y,global=global,R06
1248,"f111v.24,+P0",f111v,4930,7,shckhy,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1249,"f111v.24,+P0",f111v,4930,8,qokl,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1250,"f111v.24,+P0",f111v,4930,9,chedy,R02,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,chedy,meta_L=B,R02
1251,"f111v.24,+P0",f111v,4930,10,qokar,R03,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokar,meta_L=B,R03
1252,"f111v.24,+P0",f111v,4930,11,chctham,R04,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1253,"f111v.25,+P0",f111v,4931,1,tair,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1254,"f111v.25,+P0",f111v,4931,2,alchedar,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1255,"f111v.25,+P0",f111v,4931,3,shykaiin,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1256,"f111v.25,+P0",f111v,4931,4,chd,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1257,"f111v.29,+P0",f111v,4935,1,polkiin,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1258,"f111v.29,+P0",f111v,4935,2,cheopaiin,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1259,"f111v.29,+P0",f111v,4935,3,otain,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1260,"f111v.29,+P0",f111v,4935,4,shedy,R06,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,shedy,meta_L=B,R06
1261,"f111v.29,+P0",f111v,4935,5,pchedy,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1262,"f111v.29,+P0",f111v,4935,6,opcheedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1263,"f111v.29,+P0",f111v,4935,7,qokain,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1264,"f111v.29,+P0",f111v,4935,8,chcfhey,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1265,"f111v.29,+P0",f111v,4935,9,otcheylldy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1266,"f111v.3,+P0",f111v,4909,1,dain,R06,S,B,3,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_OEL|T_in,global=global,R06
1267,"f111v.3,+P0",f111v,4909,2,chedy,R02,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,chedy,meta_L=B,R02
1268,"f111v.3,+P0",f111v,4909,3,shedal,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
1269,"f111v.3,+P0",f111v,4909,4,otedy,R01,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,otedy,meta_L=B,R01
