occurrence_id,loc,folio,line_order,token_position,token,role,meta_I,meta_L,meta_H,line_marker_family,assigned_tier,assigned_lens,assigned_unit,assigned_scope,assigned_role
0,"f100r.1,@Lf",f100r,4103,1,chosaroshol,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
1,"f100r.16,@Lf",f100r,4118,1,okeeos,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
2,"f100r.17,@Lf",f100r,4119,1,shockhey,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
3,"f100r.18,@Lf",f100r,4120,1,orol,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
4,"f100r.19,@Lf",f100r,4121,1,olcheom,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
5,"f100r.2,@Lf",f100r,4104,1,sochorcfhy,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
6,"f100r.21,@Lf",f100r,4123,1,okols,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
7,"f100r.5,@Lf",f100r,4107,1,sarchar,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
8,"f100r.5,@Lf",f100r,4107,2,daiindy,R10,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
9,"f100r.6,@Lf",f100r,4108,1,oaro,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
10,"f100r.7,@Lf",f100r,4109,1,chalsain,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
11,"f100r.8,@Lf",f100r,4110,1,soity,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
12,"f100r.9,@Lf",f100r,4111,1,sosam,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
13,"f100v.1,@Lf",f100v,4130,1,tolchd,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
14,"f100v.10,@Lf",f100v,4139,1,okcheor,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
15,"f100v.11,@Lf",f100v,4140,1,ytchol,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
16,"f100v.12,@Lf",f100v,4141,1,dykchal,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
17,"f100v.17,+P0",f100v,4146,1,chockhey,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
18,"f100v.17,+P0",f100v,4146,2,sholkcheol,R08,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
19,"f100v.17,+P0",f100v,4146,3,qokeol,H08,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
20,"f100v.17,+P0",f100v,4146,4,okol,R07,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
21,"f100v.17,+P0",f100v,4146,5,chol,R07,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
22,"f100v.17,+P0",f100v,4146,6,chotor,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
23,"f100v.17,+P0",f100v,4146,7,chso,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
24,"f100v.17,+P0",f100v,4146,8,solcthy,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
25,"f100v.2,@Lf",f100v,4131,1,chols,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
26,"f100v.3,@Lf",f100v,4132,1,opchor,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
27,"f100v.4,@Lf",f100v,4133,1,solsy,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
28,"f100v.5,@Lf",f100v,4134,1,soleesos,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
29,"f100v.6,@Lf",f100v,4135,1,ykchochdy,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
30,"f100v.7,@Lf",f100v,4136,1,ykchdy,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
31,"f100v.8,@Lf",f100v,4137,1,dchdy,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
32,"f100v.9,@Lf",f100v,4138,1,dalsy,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
33,"f101v.10,@Lf",f101v,4171,1,okol,R07,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
34,"f101v.11,@Lf",f101v,4172,1,arom,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
35,"f101v.12,@Lf",f101v,4173,1,oraram,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
36,"f101v.13,@Lf",f101v,4174,1,oraeep,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
37,"f101v.14,@Lf",f101v,4175,1,dytolg,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
38,"f101v.15,@Lf",f101v,4176,1,olkor,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
39,"f101v.16,@Lf",f101v,4177,1,dolary,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
40,"f101v.17,@Lf",f101v,4178,1,odor,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
41,"f101v.18,@Lf",f101v,4179,1,olaran,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
42,"f101v.2,@Lf",f101v,4163,1,otaldy,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
43,"f101v.26,+P0",f101v,4187,1,olaiin,R10,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
44,"f101v.26,+P0",f101v,4187,2,okeol,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
45,"f101v.26,+P0",f101v,4187,3,cheo,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
46,"f101v.26,+P0",f101v,4187,4,kol,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
47,"f101v.26,+P0",f101v,4187,5,ches,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
48,"f101v.26,+P0",f101v,4187,6,sheey,R06,P,A,1,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_ey,global=global,R06
49,"f101v.26,+P0",f101v,4187,7,qoor,H07,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
50,"f101v.26,+P0",f101v,4187,8,qokeody,H11,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
51,"f101v.26,+P0",f101v,4187,9,cheor,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
52,"f101v.26,+P0",f101v,4187,10,okeo,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
53,"f101v.26,+P0",f101v,4187,11,oiin,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
54,"f101v.26,+P0",f101v,4187,12,cheey,R06,P,A,1,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_ey,global=global,R06
55,"f101v.26,+P0",f101v,4187,13,cthey,R04,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
56,"f101v.26,+P0",f101v,4187,14,ory,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
57,"f101v.26,+P0",f101v,4187,15,ctheey,R04,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
58,"f101v.26,+P0",f101v,4187,16,qokeey,H08,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
59,"f101v.26,+P0",f101v,4187,17,shol,R08,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
60,"f101v.26,+P0",f101v,4187,18,ody,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
61,"f101v.26,+P0",f101v,4187,19,cheol,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
62,"f101v.26,+P0",f101v,4187,20,oralar,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
63,"f101v.26,+P0",f101v,4187,21,shey,R06,P,A,1,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_y,global=global,R06
64,"f101v.26,+P0",f101v,4187,22,qokarary,R03,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
65,"f101v.4,@Lf",f101v,4165,1,ytal,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
66,"f101v.5,@Lf",f101v,4166,1,dokor,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
67,"f101v.6,@Lf",f101v,4167,1,orar,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
68,"f101v.7,@Lf",f101v,4168,1,otarar,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
69,"f101v.8,@Lf",f101v,4169,1,otly,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
70,"f101v.9,@Lf",f101v,4170,1,soraly,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
71,"f102r1.14,+P0",f102r1,4203,1,doeey,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
72,"f102r1.14,+P0",f102r1,4203,2,keeol,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
73,"f102r1.14,+P0",f102r1,4203,3,qokeo,H08,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
74,"f102r1.14,+P0",f102r1,4203,4,daor,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
75,"f102r1.14,+P0",f102r1,4203,5,shey,R06,P,A,1,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_y,global=global,R06
76,"f102r1.14,+P0",f102r1,4203,6,qoteol,H13,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
77,"f102r1.14,+P0",f102r1,4203,7,okol,R07,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
78,"f102r1.14,+P0",f102r1,4203,8,chos,R00,P,A,1,paragraph_continuation,good_but_not_reliable_enough,broad_shape,OX|NONE,global=global,R00
79,"f102r1.14,+P0",f102r1,4203,9,s,R06,P,A,1,paragraph_continuation,reliable_global,broad_shape,X|NONE,global=global,R06
80,"f102r1.14,+P0",f102r1,4203,10,or,R06,P,A,1,paragraph_continuation,reliable_global,surface_token,or,global=global,R06
81,"f102r1.14,+P0",f102r1,4203,11,oeeaiin,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
82,"f102r1.2,@Lf",f102r1,4191,1,otodeeodor,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
83,"f102r1.3,@P0",f102r1,4192,1,polaiin,R00,P,A,1,paragraph_start,low_reliability_or_unassigned,,,,
84,"f102r1.3,@P0",f102r1,4192,2,shocthy,R00,P,A,1,paragraph_start,reliable_environment_sensitive,broad_shape,OXGX|y,global=global,R00
85,"f102r1.3,@P0",f102r1,4192,3,qoteol,H13,P,A,1,paragraph_start,low_reliability_or_unassigned,,,,
86,"f102r1.3,@P0",f102r1,4192,4,loiiin,R00,P,A,1,paragraph_start,low_reliability_or_unassigned,,,,
87,"f102r1.3,@P0",f102r1,4192,5,oteeor,R01,P,A,1,paragraph_start,low_reliability_or_unassigned,,,,
88,"f102r1.3,@P0",f102r1,4192,6,cpheodar,R00,P,A,1,paragraph_start,low_reliability_or_unassigned,,,,
89,"f102r1.3,@P0",f102r1,4192,7,sholdaiin,R10,P,A,1,paragraph_start,low_reliability_or_unassigned,,,,
90,"f102r1.4,+P0",f102r1,4193,1,dsheody,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
91,"f102r1.4,+P0",f102r1,4193,2,okeeoy,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
92,"f102r1.4,+P0",f102r1,4193,3,kod,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
93,"f102r1.4,+P0",f102r1,4193,4,chkeeody,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
94,"f102r1.4,+P0",f102r1,4193,5,daraiiin,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
95,"f102r1.4,+P0",f102r1,4193,6,ctheoly,R04,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
96,"f102r1.4,+P0",f102r1,4193,7,qokcheololain,H08,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
97,"f102r1.7,@Lc",f102r1,4196,1,okolaly,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
98,"f102r2.10,+P0",f102r2,4216,1,shockhy,R00,P,A,1,paragraph_continuation,reliable_environment_sensitive,broad_shape,OXGX|y,global=global,R00
99,"f102r2.10,+P0",f102r2,4216,2,qockhey,H07,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
100,"f102r2.10,+P0",f102r2,4216,3,sol,R06,P,A,1,paragraph_continuation,good_but_not_reliable_enough,surface_token,sol,global=global,R06
101,"f102r2.10,+P0",f102r2,4216,4,eeey,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
102,"f102r2.10,+P0",f102r2,4216,5,dol,R06,P,A,1,paragraph_continuation,good_but_not_reliable_enough,surface_token,dol,global=global,R06
103,"f102r2.10,+P0",f102r2,4216,6,cheol,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
104,"f102r2.10,+P0",f102r2,4216,7,doaiin,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
105,"f102r2.10,+P0",f102r2,4216,8,qkeeey,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
106,"f102r2.10,+P0",f102r2,4216,9,cthey,R04,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
107,"f102r2.12,+P0",f102r2,4218,1,ytchy,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
108,"f102r2.12,+P0",f102r2,4218,2,olockhy,R00,P,A,1,paragraph_continuation,reliable_environment_sensitive,broad_shape,OXGX|y,global=global,R00
109,"f102r2.12,+P0",f102r2,4218,3,okeey,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
110,"f102r2.12,+P0",f102r2,4218,4,cheody,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
111,"f102r2.12,+P0",f102r2,4218,5,saiin,R06,P,A,1,paragraph_continuation,reliable_environment_sensitive,surface_token,saiin,global=global,R06
112,"f102r2.12,+P0",f102r2,4218,6,dol,R06,P,A,1,paragraph_continuation,good_but_not_reliable_enough,surface_token,dol,global=global,R06
113,"f102r2.12,+P0",f102r2,4218,7,ockhy,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
114,"f102r2.12,+P0",f102r2,4218,8,okeady,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
115,"f102r2.14,+Lc",f102r2,4220,1,osheal,R00,P,A,1,+L,low_reliability_or_unassigned,,,,
116,"f102r2.17,+P0",f102r2,4223,1,ykeockhey,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
117,"f102r2.17,+P0",f102r2,4223,2,okey,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
118,"f102r2.17,+P0",f102r2,4223,3,qokeeo,H08,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
119,"f102r2.17,+P0",f102r2,4223,4,ckhey,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
120,"f102r2.17,+P0",f102r2,4223,5,qokey,H08,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
121,"f102r2.17,+P0",f102r2,4223,6,desey,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
122,"f102r2.17,+P0",f102r2,4223,7,qyoeey,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
123,"f102r2.17,+P0",f102r2,4223,8,dol,R06,P,A,1,paragraph_continuation,good_but_not_reliable_enough,surface_token,dol,global=global,R06
124,"f102r2.17,+P0",f102r2,4223,9,chkey,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
125,"f102r2.17,+P0",f102r2,4223,10,choky,R00,P,A,1,paragraph_continuation,reliable_global,broad_shape,OG|y,global=global,R00
126,"f102r2.21,@Lf",f102r2,4227,1,koldarod,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
127,"f102r2.22,@Lf",f102r2,4228,1,odalydary,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
128,"f102r2.5,+P0",f102r2,4211,1,tor,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
129,"f102r2.5,+P0",f102r2,4211,2,sheo,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
130,"f102r2.5,+P0",f102r2,4211,3,or,R06,P,A,1,paragraph_continuation,reliable_global,surface_token,or,global=global,R06
131,"f102r2.5,+P0",f102r2,4211,4,chey,R06,P,A,1,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_y,global=global,R06
132,"f102r2.5,+P0",f102r2,4211,5,qoor,H07,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
133,"f102r2.5,+P0",f102r2,4211,6,yteor,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
134,"f102r2.5,+P0",f102r2,4211,7,chol,R07,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
135,"f102r2.5,+P0",f102r2,4211,8,choky,R00,P,A,1,paragraph_continuation,reliable_global,broad_shape,OG|y,global=global,R00
136,"f102v1.1,@Lc",f102v1,4268,1,keoraiiin,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
137,"f102v1.10,+P0",f102v1,4277,1,kochor,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
138,"f102v1.10,+P0",f102v1,4277,2,ol,R06,P,A,1,paragraph_continuation,reliable_environment_sensitive,surface_token,ol,global=global,R06
139,"f102v1.10,+P0",f102v1,4277,3,ydaiin,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
140,"f102v1.10,+P0",f102v1,4277,4,choraiin,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
141,"f102v1.10,+P0",f102v1,4277,5,sheey,R06,P,A,1,paragraph_continuation,reliable_global,stolfi_inspired_signature,NG|S_EY|T_ey,global=global,R06
142,"f102v1.10,+P0",f102v1,4277,6,ykeey,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
143,"f102v1.10,+P0",f102v1,4277,7,korshey,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
144,"f102v1.10,+P0",f102v1,4277,8,qokey,H08,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
145,"f102v1.10,+P0",f102v1,4277,9,dy,R02,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
146,"f102v1.15,@Lc",f102v1,4282,1,dindy,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
147,"f102v1.17,@Lf",f102v1,4284,1,loralody,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
148,"f102v1.18,@Lf",f102v1,4285,1,opchdard,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
149,"f102v1.2,@Lf",f102v1,4269,1,okeody,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
150,"f102v1.23,+P0",f102v1,4290,1,ksheody,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
151,"f102v1.23,+P0",f102v1,4290,2,sho,R06,P,A,1,paragraph_continuation,reliable_environment_sensitive,surface_token,sho,global=global,R06
152,"f102v1.23,+P0",f102v1,4290,3,qokey,H08,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
153,"f102v1.23,+P0",f102v1,4290,4,sheody,R06,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
154,"f102v1.23,+P0",f102v1,4290,5,qockhey,H07,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
155,"f102v1.23,+P0",f102v1,4290,6,olcheor,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
156,"f102v1.23,+P0",f102v1,4290,7,odain,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
157,"f102v1.23,+P0",f102v1,4290,8,okchody,R00,P,A,1,paragraph_continuation,low_reliability_or_unassigned,,,,
158,"f102v1.3,@Lf",f102v1,4270,1,okeody,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
159,"f102v1.4,@Lf",f102v1,4271,1,daiisaly,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
160,"f102v2.1,@Lc",f102v2,4229,1,porshols,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
161,"f102v2.10,@Lf",f102v2,4238,1,okody,R00,P,A,1,label_or_marginal,reliable_global,broad_shape,O|dy,global=global,R00
162,"f102v2.11,@Lf",f102v2,4239,1,cheor,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
163,"f102v2.12,@Lf",f102v2,4240,1,okoroeey,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
164,"f102v2.13,@Lf",f102v2,4241,1,opchy,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
165,"f102v2.14,@Lf",f102v2,4242,1,sarol,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
166,"f102v2.15,@Lf",f102v2,4243,1,olrodar,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
167,"f102v2.16,@Lf",f102v2,4244,1,to,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
168,"f102v2.24,@Lc",f102v2,4252,1,okolky,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
169,"f102v2.25,@Lf",f102v2,4253,1,osain,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
170,"f102v2.26,@Lf",f102v2,4254,1,aiky,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
171,"f102v2.27,@Lf",f102v2,4255,1,okeeoraiin,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
172,"f102v2.28,@Lf",f102v2,4256,1,okockhy,R00,P,A,1,label_or_marginal,reliable_environment_sensitive,broad_shape,OXGX|y,global=global,R00
173,"f102v2.29,@Lf",f102v2,4257,1,os,R00,P,A,1,label_or_marginal,good_but_not_reliable_enough,broad_shape,OX|NONE,global=global,R00
174,"f102v2.3,@Lf",f102v2,4231,1,oror,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
175,"f102v2.4,@Lf",f102v2,4232,1,chor,R11,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
176,"f102v2.5,@Lf",f102v2,4233,1,sachy,R06,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
177,"f102v2.6,@Lf",f102v2,4234,1,okeo,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
178,"f102v2.7,@Lf",f102v2,4235,1,okol,R07,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
179,"f102v2.8,@Lf",f102v2,4236,1,otory,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
180,"f102v2.9,@Lf",f102v2,4237,1,ok,R00,P,A,1,label_or_marginal,low_reliability_or_unassigned,,,,
181,"f103r.33,+P0",f103r,4324,1,qokeey,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokeey,meta_L=B,H08
182,"f103r.33,+P0",f103r,4324,2,chechy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
183,"f103r.33,+P0",f103r,4324,3,qokey,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
184,"f103r.33,+P0",f103r,4324,4,shckhy,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
185,"f103r.33,+P0",f103r,4324,5,choldy,R07,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
186,"f103r.33,+P0",f103r,4324,6,qokal,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
187,"f103r.33,+P0",f103r,4324,7,y,R06,S,B,3,paragraph_continuation,reliable_global,surface_token,y,global=global,R06
188,"f103r.33,+P0",f103r,4324,8,shedy,R06,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,shedy,meta_L=B,R06
189,"f103r.33,+P0",f103r,4324,9,yteedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
190,"f103r.33,+P0",f103r,4324,10,qotail,H13,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
191,"f103r.33,+P0",f103r,4324,11,shedy,R06,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,shedy,meta_L=B,R06
192,"f103r.36,+P0",f103r,4327,1,okool,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
193,"f103r.36,+P0",f103r,4327,2,chedy,R02,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,chedy,meta_L=B,R02
194,"f103r.36,+P0",f103r,4327,3,okeedy,R00,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,okeedy,meta_L=B,R00
195,"f103r.36,+P0",f103r,4327,4,qokeedy,H01,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
196,"f103r.36,+P0",f103r,4327,5,qokeey,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokeey,meta_L=B,H08
197,"f103r.36,+P0",f103r,4327,6,shdy,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
198,"f103r.36,+P0",f103r,4327,7,otey,R01,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
199,"f103r.36,+P0",f103r,4327,8,qokeey,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokeey,meta_L=B,H08
200,"f103r.53,+P0",f103r,4344,1,sshey,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
201,"f103r.53,+P0",f103r,4344,2,qokedy,H12,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokedy,meta_L=B,H12
202,"f103r.53,+P0",f103r,4344,3,qokaiin,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokaiin,meta_L=B,H08
203,"f103r.53,+P0",f103r,4344,4,shdy,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
204,"f103r.53,+P0",f103r,4344,5,qokeey,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokeey,meta_L=B,H08
205,"f103r.53,+P0",f103r,4344,6,chedy,R02,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,chedy,meta_L=B,R02
206,"f103r.53,+P0",f103r,4344,7,qokeey,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokeey,meta_L=B,H08
207,"f103r.53,+P0",f103r,4344,8,qokeey,H08,S,B,3,paragraph_continuation,reliable_conditioned,surface_token,qokeey,meta_L=B,H08
208,"f103r.53,+P0",f103r,4344,9,lchedy,R00,S,B,3,paragraph_continuation,reliable_conditioned,broad_shape,LB|edy,meta_L=B,R00
209,"f103r.53,+P0",f103r,4344,10,loty,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
210,"f103r.54,+P0",f103r,4345,1,dsheey,R06,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
211,"f103r.54,+P0",f103r,4345,2,qoteeey,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
212,"f103r.54,+P0",f103r,4345,3,darchedy,R00,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
213,"f103r.54,+P0",f103r,4345,4,qokey,H08,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
214,"f103r.54,+P0",f103r,4345,5,qoty,H01,S,B,3,paragraph_continuation,low_reliability_or_unassigned,,,,
