loc,folio,line_order,token_position,token,role,module,status,meta_I,meta_L,meta_H,line_marker_family,stratum_I_L_H_marker,semantic_function,pass20_tier,frame_prefix,morph_body,terminal_class,shape_body,shape_remainder,gallows_signature,has_gallows,conservative_family_key,broad_shape_family_key,stolfi_signature_key,full_terminal_class,full_body_shape,surface_token_key
"f1r.3,+P0",f1r,3,1,syaiir,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,yaii,r,YOI,YOIL,NONE,0,yaii|r|YOI,YOI|r,NG|S_YOIL|T_r,r,XYOI,syaiir
"f1r.3,+P0",f1r,3,2,sheky,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,ek,y,EG,EGY,k,1,ek|y|EG,EG|y,G_k|S_EGY|T_y,y,BEG,sheky
"f1r.3,+P0",f1r,3,3,or,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,o,r,O,OL,NONE,0,o|r|O,O|r,NG|S_OL|T_r,r,O,or
"f1r.3,+P0",f1r,3,4,ykaiin,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,k,aiin,G,GOIL,k,1,k|aiin|G,G|aiin,G_k|S_GOIL|T_aiin,aiin,YG,ykaiin
"f1r.3,+P0",f1r,3,5,shod,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,od,NONE,OD,OD,NONE,0,od|NONE|OD,OD|NONE,NG|S_OD|T_NONE,NONE,BOD,shod
"f1r.3,+P0",f1r,3,6,cthoary,R04,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cthoar,y,XGXOL,XGXOLY,t,1,cthoar|y|XGXOL,XGXOL|y,G_t|S_XGXOLY|T_y,y,XGXOL,cthoary
"f1r.3,+P0",f1r,3,7,cthes,R04,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cthes,NONE,XGXEX,XGXEX,t,1,cthes|NONE|XGXEX,XGXEX|NONE,G_t|S_XGXEX|T_NONE,NONE,XGXEX,cthes
"f1r.3,+P0",f1r,3,8,daraiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,ar,aiin,OL,OLOIL,NONE,0,ar|aiin|OL,OL|aiin,NG|S_OLOIL|T_aiin,aiin,DOL,daraiin
"f1r.3,+P0",f1r,3,9,sy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,s,y,X,XY,NONE,0,s|y|X,X|y,NG|S_XY|T_y,y,X,sy
"f1r.5,+P0",f1r,5,1,sairy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,air,y,OEL,OELY,NONE,0,air|y|OEL,OEL|y,NG|S_OELY|T_y,y,XOEL,sairy
"f1r.5,+P0",f1r,5,2,chear,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,e,ar,E,EOL,NONE,0,e|ar|E,E|ar,NG|S_EOL|T_ar,ar,BE,chear
"f1r.5,+P0",f1r,5,3,cthaiin,R04,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cth,aiin,XGX,XGXOIL,t,1,cth|aiin|XGX,XGX|aiin,G_t|S_XGXOIL|T_aiin,aiin,XGX,cthaiin
"f1r.5,+P0",f1r,5,4,cphar,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cph,ar,XGX,XGXOL,p,1,cph|ar|XGX,XGX|ar,G_p|S_XGXOL|T_ar,ar,XGX,cphar
"f1r.5,+P0",f1r,5,5,cfhaiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cfh,aiin,XGX,XGXOIL,f,1,cfh|aiin|XGX,XGX|aiin,G_f|S_XGXOIL|T_aiin,aiin,XGX,cfhaiin
"f1r.6,=Pt",f1r,6,1,ydaraishy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_terminal_or_label,T|A|1|paragraph_terminal_or_label,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,daraish,y,DOLOEB,DOLOEBY,NONE,0,daraish|y|DOLOEB,DOLOEB|y,NG|S_DOLOEBY|T_y,y,YDOLOEB,ydaraishy
"f1r.8,+P0",f1r,8,1,yshey,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,sh,ey,B,BEY,NONE,0,sh|ey|B,B|ey,NG|S_BEY|T_ey,ey,YB,yshey
"f1r.8,+P0",f1r,8,2,shody,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,o,dy,O,ODY,NONE,0,o|dy|O,O|dy,NG|S_ODY|T_dy,dy,BO,shody
"f1r.8,+P0",f1r,8,3,okchoy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,cho,y,BO,BOY,k,1,cho|y|BO,BO|y,G_k|S_BOY|T_y,y,OGBO,okchoy
"f1r.8,+P0",f1r,8,4,otchol,R07,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ot,ch,ol,B,BOL,t,1,ch|ol|B,B|ol,G_t|S_BOL|T_ol,ol,OGB,otchol
"f1r.8,+P0",f1r,8,5,chocthy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,octh,y,OXGX,OXGXY,t,1,octh|y|OXGX,OXGX|y,G_t|S_OXGXY|T_y,y,BOXGX,chocthy
"f1r.8,+P0",f1r,8,6,oschy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,sch,y,XB,XBY,NONE,0,sch|y|XB,XB|y,NG|S_XBY|T_y,y,OXB,oschy
"f1r.8,+P0",f1r,8,7,dain,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,in,O,OEL,NONE,0,a|in|O,O|in,NG|S_OEL|T_in,ain,D,dain
"f1r.8,+P0",f1r,8,8,chor,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,r,O,OL,NONE,0,o|r|O,O|r,NG|S_OL|T_r,or,B,chor
"f1r.8,+P0",f1r,8,9,kos,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,kos,NONE,GOX,GOX,k,1,kos|NONE|GOX,GOX|NONE,G_k|S_GOX|T_NONE,NONE,GOX,kos
"f1r.10,=Pt",f1r,10,1,dain,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_terminal_or_label,T|A|1|paragraph_terminal_or_label,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,in,O,OEL,NONE,0,a|in|O,O|in,NG|S_OEL|T_in,ain,D,dain
"f1r.10,=Pt",f1r,10,2,os,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_terminal_or_label,T|A|1|paragraph_terminal_or_label,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,os,NONE,OX,OX,NONE,0,os|NONE|OX,OX|NONE,NG|S_OX|T_NONE,NONE,OX,os
"f1r.10,=Pt",f1r,10,3,teody,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_terminal_or_label,T|A|1|paragraph_terminal_or_label,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,teo,dy,GEO,GEODY,t,1,teo|dy|GEO,GEO|dy,G_t|S_GEODY|T_dy,dy,GEO,teody
"f1r.20,+P0",f1r,20,1,shok,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,ok,NONE,OG,OG,k,1,ok|NONE|OG,OG|NONE,G_k|S_OG|T_NONE,NONE,BOG,shok
"f1r.20,+P0",f1r,20,2,chor,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,r,O,OL,NONE,0,o|r|O,O|r,NG|S_OL|T_r,or,B,chor
"f1r.20,+P0",f1r,20,3,chey,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,e,y,E,EY,NONE,0,e|y|E,E|y,NG|S_EY|T_y,ey,B,chey
"f1r.20,+P0",f1r,20,4,dain,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,in,O,OEL,NONE,0,a|in|O,O|in,NG|S_OEL|T_in,ain,D,dain
"f1r.20,+P0",f1r,20,5,ckhey,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,ckh,ey,XGX,XGXEY,k,1,ckh|ey|XGX,XGX|ey,G_k|S_XGXEY|T_ey,ey,XGX,ckhey
"f1r.28,=Pt",f1r,28,1,dchaiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_terminal_or_label,T|A|1|paragraph_terminal_or_label,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,ch,aiin,B,BOIL,NONE,0,ch|aiin|B,B|aiin,NG|S_BOIL|T_aiin,aiin,DB,dchaiin
"f1v.2,+P0",f1v,30,1,yteey,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,y,t,eey,G,GEY,t,1,t|eey|G,G|eey,G_t|S_GEY|T_eey,eey,YG,yteey
"f1v.2,+P0",f1v,30,2,char,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,a,r,O,OL,NONE,0,a|r|O,O|r,NG|S_OL|T_r,ar,B,char
"f1v.2,+P0",f1v,30,3,or,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,o,r,O,OL,NONE,0,o|r|O,O|r,NG|S_OL|T_r,r,O,or
"f1v.2,+P0",f1v,30,4,ochy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,o,ch,y,B,BY,NONE,0,ch|y|B,B|y,NG|S_BY|T_y,y,OB,ochy
"f1v.2,+P0",f1v,30,5,dcho,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,cho,NONE,BO,BO,NONE,0,cho|NONE|BO,BO|NONE,NG|S_BO|T_NONE,NONE,DBO,dcho
"f1v.2,+P0",f1v,30,6,lkody,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,lko,dy,LGO,LGODY,k,1,lko|dy|LGO,LGO|dy,G_k|S_LGODY|T_dy,dy,LGO,lkody
"f1v.2,+P0",f1v,30,7,okodar,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,od,ar,OD,ODOL,k,1,od|ar|OD,OD|ar,G_k|S_ODOL|T_ar,ar,OGOD,okodar
"f1v.2,+P0",f1v,30,8,chody,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,o,dy,O,ODY,NONE,0,o|dy|O,O|dy,NG|S_ODY|T_dy,dy,BO,chody
"f1v.3,+P0",f1v,31,1,dackhy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,ackh,y,OXGX,OXGXY,k,1,ackh|y|OXGX,OXGX|y,G_k|S_OXGXY|T_y,y,DOXGX,dackhy
"f1v.3,+P0",f1v,31,2,ckhockhy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,ckhockh,y,XGXOXGX,XGXOXGXY,kk,1,ckhockh|y|XGXOXGX,XGXOXGX|y,G_kk|S_XGXOXGXY|T_y,y,XGXOXGX,ckhockhy
"f1v.3,+P0",f1v,31,3,shy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,s,h,y,X,XY,NONE,0,h|y|X,X|y,NG|S_XY|T_y,y,B,shy
"f1v.3,+P0",f1v,31,4,dksheey,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,ksh,eey,GB,GBEY,k,1,ksh|eey|GB,GB|eey,G_k|S_GBEY|T_eey,eey,DGB,dksheey
"f1v.3,+P0",f1v,31,5,cthy,R04,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,cth,y,XGX,XGXY,t,1,cth|y|XGX,XGX|y,G_t|S_XGXY|T_y,y,XGX,cthy
"f1v.3,+P0",f1v,31,6,kotchody,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,kotcho,dy,GOGBO,GOGBODY,kt,1,kotcho|dy|GOGBO,GOGBO|dy,G_kt|S_GOGBODY|T_dy,dy,GOGBO,kotchody
"f1v.3,+P0",f1v,31,7,dal,R09,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,a,l,O,OL,NONE,0,a|l|O,O|l,NG|S_OL|T_l,al,D,dal
"f2r.11,+P0",f2r,49,1,ychain,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,ch,ain,B,BOEL,NONE,0,ch|ain|B,B|ain,NG|S_BOEL|T_ain,ain,YB,ychain
"f2r.11,+P0",f2r,49,2,dal,R09,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,l,O,OL,NONE,0,a|l|O,O|l,NG|S_OL|T_l,al,D,dal
"f2r.11,+P0",f2r,49,3,chy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,ch,y,B,BY,NONE,0,ch|y|B,B|y,NG|S_BY|T_y,y,B,chy
"f2r.11,+P0",f2r,49,4,dalor,R09,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,al,or,OL,OLOL,NONE,0,al|or|OL,OL|or,NG|S_OLOL|T_or,or,DOL,dalor
"f2r.11,+P0",f2r,49,5,shan,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,a,n,O,OL,NONE,0,a|n|O,O|n,NG|S_OL|T_n,n,BO,shan
"f2r.11,+P0",f2r,49,6,dan,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,n,O,OL,NONE,0,a|n|O,O|n,NG|S_OL|T_n,n,DO,dan
"f2r.11,+P0",f2r,49,7,olsaiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ol,s,aiin,X,XOIL,NONE,0,s|aiin|X,X|aiin,NG|S_XOIL|T_aiin,aiin,OLX,olsaiin
"f2r.11,+P0",f2r,49,8,sheey,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,e,ey,E,EY,NONE,0,e|ey|E,E|ey,NG|S_EY|T_ey,eey,B,sheey
"f2r.11,+P0",f2r,49,9,ckhor,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,ckh,or,XGX,XGXOL,k,1,ckh|or|XGX,XGX|or,G_k|S_XGXOL|T_or,or,XGX,ckhor
"f2r.14,@Lp",f2r,52,1,ytoail,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,label_or_marginal,H|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,y,toai,l,GOE,GOEL,t,1,toai|l|GOE,GOE|l,G_t|S_GOEL|T_l,l,YGOE,ytoail
"f2r.15,@L0",f2r,53,1,ios,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,label_or_marginal,H|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,ios,NONE,EOX,EOX,NONE,0,ios|NONE|EOX,EOX|NONE,NG|S_EOX|T_NONE,NONE,EOX,ios
"f2r.15,@L0",f2r,53,2,an,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,label_or_marginal,H|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,a,n,O,OL,NONE,0,a|n|O,O|n,NG|S_OL|T_n,n,O,an
"f2r.15,@L0",f2r,53,3,on,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,label_or_marginal,H|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,o,n,O,OL,NONE,0,o|n|O,O|n,NG|S_OL|T_n,n,O,on
"f3r.5,+P0",f3r,66,1,qokol,H08,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,o,l,O,OL,k,1,o|l|O,O|l,G_k|S_OL|T_l,ol,QOG,qokol
"f3r.5,+P0",f3r,66,2,chololy,R07,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,olol,y,OLOL,OLOLY,NONE,0,olol|y|OLOL,OLOL|y,NG|S_OLOLY|T_y,y,BOLOL,chololy
"f3r.5,+P0",f3r,66,3,s,R06,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,s,NONE,X,X,NONE,0,s|NONE|X,X|NONE,NG|S_X|T_NONE,NONE,X,s
"f3r.5,+P0",f3r,66,4,cham,R00,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,a,m,O,OL,NONE,0,a|m|O,O|m,NG|S_OL|T_m,m,BO,cham
"f3r.5,+P0",f3r,66,5,cthol,R07,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cth,ol,XGX,XGXOL,t,1,cth|ol|XGX,XGX|ol,G_t|S_XGXOL|T_ol,ol,XGX,cthol
"f3r.8,+P0",f3r,69,1,ysheor,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,she,or,BE,BEOL,NONE,0,she|or|BE,BE|or,NG|S_BEOL|T_or,or,YBE,ysheor
"f3r.8,+P0",f3r,69,2,chor,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,r,O,OL,NONE,0,o|r|O,O|r,NG|S_OL|T_r,or,B,chor
"f3r.8,+P0",f3r,69,3,chol,R07,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,l,O,OL,NONE,0,o|l|O,O|l,NG|S_OL|T_l,ol,B,chol
"f3r.8,+P0",f3r,69,4,oky,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,k,y,G,GY,k,1,k|y|G,G|y,G_k|S_GY|T_y,y,OG,oky
"f3r.8,+P0",f3r,69,5,dago,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,ago,NONE,OXO,OXO,NONE,0,ago|NONE|OXO,OXO|NONE,NG|S_OXO|T_NONE,NONE,DOXO,dago
"f3r.9,+P0",f3r,70,1,sho,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,ho,NONE,XO,XO,NONE,0,ho|NONE|XO,XO|NONE,NG|S_XO|T_NONE,NONE,BO,sho
"f3r.9,+P0",f3r,70,2,vor,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,v,or,X,XOL,NONE,0,v|or|X,X|or,NG|S_XOL|T_or,or,X,vor
