lens,loc,folio,line_order,token_position,token,role,module,status,meta_I,meta_L,meta_H,line_marker_family,stratum_I_L_H_marker,pass20_tier,frame_prefix,morph_body,terminal_class,shape_body,shape_remainder,gallows_signature,role_unit_key
surface_token,"f1r.3,+P0",f1r,3,1,syaiir,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,yaii,r,YOI,YOIL,NONE,syaiir
surface_token,"f1r.3,+P0",f1r,3,2,sheky,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,ek,y,EG,EGY,k,sheky
surface_token,"f1r.3,+P0",f1r,3,3,or,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,o,r,O,OL,NONE,or
surface_token,"f1r.3,+P0",f1r,3,4,ykaiin,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,k,aiin,G,GOIL,k,ykaiin
surface_token,"f1r.3,+P0",f1r,3,5,shod,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,od,NONE,OD,OD,NONE,shod
surface_token,"f1r.3,+P0",f1r,3,6,cthoary,R04,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cthoar,y,XGXOL,XGXOLY,t,cthoary
surface_token,"f1r.3,+P0",f1r,3,7,cthes,R04,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cthes,NONE,XGXEX,XGXEX,t,cthes
surface_token,"f1r.3,+P0",f1r,3,8,daraiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,ar,aiin,OL,OLOIL,NONE,daraiin
surface_token,"f1r.3,+P0",f1r,3,9,sy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,s,y,X,XY,NONE,sy
surface_token,"f1r.5,+P0",f1r,5,1,sairy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,air,y,OEL,OELY,NONE,sairy
surface_token,"f1r.5,+P0",f1r,5,2,chear,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,e,ar,E,EOL,NONE,chear
surface_token,"f1r.5,+P0",f1r,5,3,cthaiin,R04,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cth,aiin,XGX,XGXOIL,t,cthaiin
surface_token,"f1r.5,+P0",f1r,5,4,cphar,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cph,ar,XGX,XGXOL,p,cphar
surface_token,"f1r.5,+P0",f1r,5,5,cfhaiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cfh,aiin,XGX,XGXOIL,f,cfhaiin
surface_token,"f1r.6,=Pt",f1r,6,1,ydaraishy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_terminal_or_label,T|A|1|paragraph_terminal_or_label,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,daraish,y,DOLOEB,DOLOEBY,NONE,ydaraishy
surface_token,"f1r.8,+P0",f1r,8,1,yshey,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,sh,ey,B,BEY,NONE,yshey
surface_token,"f1r.8,+P0",f1r,8,2,shody,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,o,dy,O,ODY,NONE,shody
surface_token,"f1r.8,+P0",f1r,8,3,okchoy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,cho,y,BO,BOY,k,okchoy
surface_token,"f1r.8,+P0",f1r,8,4,otchol,R07,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ot,ch,ol,B,BOL,t,otchol
surface_token,"f1r.8,+P0",f1r,8,5,chocthy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,octh,y,OXGX,OXGXY,t,chocthy
surface_token,"f1r.8,+P0",f1r,8,6,oschy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,sch,y,XB,XBY,NONE,oschy
surface_token,"f1r.8,+P0",f1r,8,7,dain,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,in,O,OEL,NONE,dain
surface_token,"f1r.8,+P0",f1r,8,8,chor,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,r,O,OL,NONE,chor
surface_token,"f1r.8,+P0",f1r,8,9,kos,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,kos,NONE,GOX,GOX,k,kos
surface_token,"f1r.10,=Pt",f1r,10,1,dain,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_terminal_or_label,T|A|1|paragraph_terminal_or_label,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,in,O,OEL,NONE,dain
surface_token,"f1r.10,=Pt",f1r,10,2,os,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_terminal_or_label,T|A|1|paragraph_terminal_or_label,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,os,NONE,OX,OX,NONE,os
surface_token,"f1r.10,=Pt",f1r,10,3,teody,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_terminal_or_label,T|A|1|paragraph_terminal_or_label,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,teo,dy,GEO,GEODY,t,teody
surface_token,"f1r.20,+P0",f1r,20,1,shok,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,ok,NONE,OG,OG,k,shok
surface_token,"f1r.20,+P0",f1r,20,2,chor,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,r,O,OL,NONE,chor
surface_token,"f1r.20,+P0",f1r,20,3,chey,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,e,y,E,EY,NONE,chey
surface_token,"f1r.20,+P0",f1r,20,4,dain,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,in,O,OEL,NONE,dain
surface_token,"f1r.20,+P0",f1r,20,5,ckhey,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_continuation,T|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,ckh,ey,XGX,XGXEY,k,ckhey
surface_token,"f1r.28,=Pt",f1r,28,1,dchaiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,T,A,1,paragraph_terminal_or_label,T|A|1|paragraph_terminal_or_label,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,ch,aiin,B,BOIL,NONE,dchaiin
surface_token,"f1v.2,+P0",f1v,30,1,yteey,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,y,t,eey,G,GEY,t,yteey
surface_token,"f1v.2,+P0",f1v,30,2,char,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,a,r,O,OL,NONE,char
surface_token,"f1v.2,+P0",f1v,30,3,or,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,o,r,O,OL,NONE,or
surface_token,"f1v.2,+P0",f1v,30,4,ochy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,o,ch,y,B,BY,NONE,ochy
surface_token,"f1v.2,+P0",f1v,30,5,dcho,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,cho,NONE,BO,BO,NONE,dcho
surface_token,"f1v.2,+P0",f1v,30,6,lkody,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,lko,dy,LGO,LGODY,k,lkody
surface_token,"f1v.2,+P0",f1v,30,7,okodar,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,od,ar,OD,ODOL,k,okodar
surface_token,"f1v.2,+P0",f1v,30,8,chody,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,o,dy,O,ODY,NONE,chody
surface_token,"f1v.3,+P0",f1v,31,1,dackhy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,ackh,y,OXGX,OXGXY,k,dackhy
surface_token,"f1v.3,+P0",f1v,31,2,ckhockhy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,ckhockh,y,XGXOXGX,XGXOXGXY,kk,ckhockhy
surface_token,"f1v.3,+P0",f1v,31,3,shy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,s,h,y,X,XY,NONE,shy
surface_token,"f1v.3,+P0",f1v,31,4,dksheey,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,ksh,eey,GB,GBEY,k,dksheey
surface_token,"f1v.3,+P0",f1v,31,5,cthy,R04,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,cth,y,XGX,XGXY,t,cthy
surface_token,"f1v.3,+P0",f1v,31,6,kotchody,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,kotcho,dy,GOGBO,GOGBODY,kt,kotchody
surface_token,"f1v.3,+P0",f1v,31,7,dal,R09,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,a,l,O,OL,NONE,dal
surface_token,"f2r.11,+P0",f2r,49,1,ychain,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,ch,ain,B,BOEL,NONE,ychain
surface_token,"f2r.11,+P0",f2r,49,2,dal,R09,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,l,O,OL,NONE,dal
surface_token,"f2r.11,+P0",f2r,49,3,chy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,ch,y,B,BY,NONE,chy
surface_token,"f2r.11,+P0",f2r,49,4,dalor,R09,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,al,or,OL,OLOL,NONE,dalor
surface_token,"f2r.11,+P0",f2r,49,5,shan,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,a,n,O,OL,NONE,shan
surface_token,"f2r.11,+P0",f2r,49,6,dan,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,n,O,OL,NONE,dan
surface_token,"f2r.11,+P0",f2r,49,7,olsaiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ol,s,aiin,X,XOIL,NONE,olsaiin
surface_token,"f2r.11,+P0",f2r,49,8,sheey,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,e,ey,E,EY,NONE,sheey
surface_token,"f2r.11,+P0",f2r,49,9,ckhor,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,ckh,or,XGX,XGXOL,k,ckhor
surface_token,"f2r.14,@Lp",f2r,52,1,ytoail,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,label_or_marginal,H|A|1|label_or_marginal,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,y,toai,l,GOE,GOEL,t,ytoail
surface_token,"f2r.15,@L0",f2r,53,1,ios,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,label_or_marginal,H|A|1|label_or_marginal,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,ios,NONE,EOX,EOX,NONE,ios
surface_token,"f2r.15,@L0",f2r,53,2,an,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,label_or_marginal,H|A|1|label_or_marginal,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,a,n,O,OL,NONE,an
surface_token,"f2r.15,@L0",f2r,53,3,on,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,label_or_marginal,H|A|1|label_or_marginal,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,o,n,O,OL,NONE,on
surface_token,"f3r.5,+P0",f3r,66,1,qokol,H08,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,o,l,O,OL,k,qokol
surface_token,"f3r.5,+P0",f3r,66,2,chololy,R07,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,olol,y,OLOL,OLOLY,NONE,chololy
surface_token,"f3r.5,+P0",f3r,66,3,s,R06,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,s,NONE,X,X,NONE,s
surface_token,"f3r.5,+P0",f3r,66,4,cham,R00,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,a,m,O,OL,NONE,cham
surface_token,"f3r.5,+P0",f3r,66,5,cthol,R07,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cth,ol,XGX,XGXOL,t,cthol
surface_token,"f3r.8,+P0",f3r,69,1,ysheor,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,she,or,BE,BEOL,NONE,ysheor
surface_token,"f3r.8,+P0",f3r,69,2,chor,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,r,O,OL,NONE,chor
surface_token,"f3r.8,+P0",f3r,69,3,chol,R07,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,l,O,OL,NONE,chol
surface_token,"f3r.8,+P0",f3r,69,4,oky,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,k,y,G,GY,k,oky
surface_token,"f3r.8,+P0",f3r,69,5,dago,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,ago,NONE,OXO,OXO,NONE,dago
surface_token,"f3r.9,+P0",f3r,70,1,sho,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,ho,NONE,XO,XO,NONE,sho
surface_token,"f3r.9,+P0",f3r,70,2,vor,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,v,or,X,XOL,NONE,vor
surface_token,"f3r.9,+P0",f3r,70,3,sheoldam,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,eolda,m,EOLDO,EOLDOL,NONE,sheoldam
surface_token,"f3r.9,+P0",f3r,70,4,otchody,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ot,cho,dy,BO,BODY,t,otchody
surface_token,"f3r.9,+P0",f3r,70,5,ol,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,o,l,O,OL,NONE,ol
surface_token,"f3r.10,+P0",f3r,71,1,ydar,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,y,d,ar,D,DOL,NONE,ydar
surface_token,"f3r.10,+P0",f3r,71,2,cholcthom,R07,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,olctho,m,OLXGXO,OLXGXOL,t,cholcthom
surface_token,"f3r.20,+P0",f3r,81,1,ycheor,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,che,or,BE,BEOL,NONE,ycheor
surface_token,"f3r.20,+P0",f3r,81,2,chol,R07,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,l,O,OL,NONE,chol
surface_token,"f3r.20,+P0",f3r,81,3,odaiin,R10,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,d,aiin,D,DOIL,NONE,odaiin
surface_token,"f3r.20,+P0",f3r,81,4,chol,R07,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,o,l,O,OL,NONE,chol
surface_token,"f3r.20,+P0",f3r,81,5,s,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,s,NONE,X,X,NONE,s
surface_token,"f3r.20,+P0",f3r,81,6,aiin,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,a,iin,O,OIL,NONE,aiin
surface_token,"f3r.20,+P0",f3r,81,7,okolor,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,ol,or,OL,OLOL,k,okolor
surface_token,"f3r.20,+P0",f3r,81,8,am,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,a,m,O,OL,NONE,am
surface_token,"f3v.5,+P0",f3v,86,1,ychear,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,y,che,ar,BE,BEOL,NONE,ychear
surface_token,"f3v.5,+P0",f3v,86,2,otchal,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ot,ch,al,B,BOL,t,otchal
surface_token,"f3v.5,+P0",f3v,86,3,chor,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,o,r,O,OL,NONE,chor
surface_token,"f3v.5,+P0",f3v,86,4,char,R11,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,a,r,O,OL,NONE,char
surface_token,"f3v.5,+P0",f3v,86,5,ckh,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,ckh,NONE,XGX,XGX,k,ckh
surface_token,"f3v.6,+P0",f3v,87,1,or,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,o,r,O,OL,NONE,or
surface_token,"f3v.6,+P0",f3v,87,2,cheor,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,e,or,E,EOL,NONE,cheor
surface_token,"f3v.6,+P0",f3v,87,3,kor,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,k,or,G,GOL,k,kor
surface_token,"f3v.6,+P0",f3v,87,4,chodaly,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,odal,y,ODOL,ODOLY,NONE,chodaly
