token,occurrences_core,distinct_lines,dominant_role,dominant_role_share,role_entropy_norm,stratified_role_purity,stratum_majority_role_agreement,strata_total,strata_with_2plus_occurrences,portable_strata_2plus,conflict_strata_2plus,dominant_module,dominant_module_share,module_entropy_norm,stratified_module_purity,distinct_section_I,dominant_I,dominant_I_share,section_I_entropy_norm,distinct_currier_L,dominant_L,dominant_L_share,currier_L_entropy_norm,distinct_hand_H,dominant_H,dominant_H_share,hand_H_entropy_norm,distinct_marker_family,dominant_marker,dominant_marker_share,marker_entropy_norm,metadata_concentration_risk_max_share,pass26_residual_status,pass21_24_candidate_class,pass21_24_candidate_confidence,sample_loci,sample_strata
opcholdy,1,1,R07,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,+L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.31,+L0",A||4|+L:1/R07
opchosam,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f89r2.3,@Lf",P|A|1|label_or_marginal:1/R00
opchsd,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,T,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f85r1.8,+P0",T|B|2|paragraph_continuation:1/R00
opchsy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,C,1.0,0.0,1,B,1.0,0.0,1,4,1.0,0.0,1,+L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"fRos.159,+L0",C|B|4|+L:1/R00
opocphor,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f68r2.26,@Ls",A||4|label_or_marginal:1/R00
opodchol,1,1,R07,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.13,@Pb",A||4|paragraph_start:1/R07
opoeey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f72r3.12,&Lz",Z||4|&L:1/R00
opoly,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f84r.13,@P0",B|B|2|paragraph_start:1/R00
opor,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,=L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f80r.6,=Ln",B|B|2|=L:1/R00
opshed,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f84r.13,@P0",B|B|2|paragraph_start:1/R00
opydsh,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,C,1.0,0.0,1,B,1.0,0.0,1,4,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"fRos.77,@L0",C|B|4|label_or_marginal:1/R00
opysam,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f70v2.13,&Lz",Z||4|&L:1/R00
oqokain,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f75r.21,+P0",B|B|2|paragraph_continuation:1/R00
oqokeey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f103v.31,+P0",S|B|3|paragraph_continuation:1/R00
oqol,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f83r.7,+P0",B|B|2|paragraph_continuation:1/R00
oraeep,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f101v.13,@Lf",P|A|1|label_or_marginal:1/R00
oraiiny,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f73v.17,&Lz",Z||4|&L:1/R00
orain,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f79v.21,+P0",B|B|2|paragraph_continuation:1/R00
oralar,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f101v.26,+P0",P|A|1|paragraph_continuation:1/R00
oralas,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f99v.36,@Lc",P|A|1|label_or_marginal:1/R00
orald,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f88r.3,@Lf",P|A|1|label_or_marginal:1/R00
oralody,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f43v.5,+P0",H|B|2|paragraph_continuation:1/R00
oraly,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.46,+Pb",A||4|paragraph_continuation:1/R00
oran,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.71,&L0",A||4|&L:1/R00
orara,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f72r3.23,&Lz",Z||4|&L:1/R00
oraram,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f101v.12,@Lf",P|A|1|label_or_marginal:1/R00
orarol,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,C,1.0,0.0,1,B,1.0,0.0,1,4,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"fRos.17,@L0",C|B|4|label_or_marginal:1/R00
orchedar,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,@,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f115r.4,+P0",S|B|@|paragraph_continuation:1/R00
orcheey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,A,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f58v.9,+P0",S|A|3|paragraph_continuation:1/R00
orchochor,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f37v.2,+P0",H|A|1|paragraph_continuation:1/R00
ore,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f105r.10,+Pr",S|B|3|paragraph_continuation:1/R00
oreees,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f17v.18,+P0",H|A|1|paragraph_continuation:1/R00
oreeey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,A,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f58v.12,+P0",S|A|3|paragraph_continuation:1/R00
org,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,A,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f58v.6,+P0",S|A|3|paragraph_continuation:1/R00
orkeeey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,C,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,circular/diagram_text,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f68v3.14,@Cc",C||4|circular/diagram_text:1/R00
orky,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,A,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f58v.2,+P0",S|A|3|paragraph_continuation:1/R00
orsheedy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f79v.34,+P0",B|B|2|paragraph_continuation:1/R00
orsheey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,radial/ring_text,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67v1.13,@Ro",A||4|radial/ring_text:1/R00
orshy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f18v.3,+P0",H|A|1|paragraph_continuation:1/R00
osaiin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f103v.46,+P0",S|B|3|paragraph_continuation:1/R00
osair,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,C,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f69r.15,&L0",C||4|&L:1/R00
osal,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f88r.2,@Lf",P|A|1|label_or_marginal:1/R00
osar,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.70,&L0",A||4|&L:1/R00
osaram,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,C,1.0,0.0,1,B,1.0,0.0,1,4,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"fRos.135,@L0",C|B|4|label_or_marginal:1/R00
osarsheeeo,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f72r3.5,&Lz",Z||4|&L:1/R00
osary,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f99v.20,@Lf",P|A|1|label_or_marginal:1/R00
oscheor,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f19r.3,+P0",H|A|1|paragraph_continuation:1/R00
oschoer,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.49,+Pb",A||4|paragraph_continuation:1/R00
oschotshl,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f28r.8,+P0",H|A|1|paragraph_continuation:1/R00
oschy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,T,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f1r.8,+P0",T|A|1|paragraph_continuation:1/R00
osdaiin,1,1,R10,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f68r1.34,@Ls",A||4|label_or_marginal:1/R10
oshar,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,A,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f58v.39,+P0",S|A|3|paragraph_continuation:1/R00
osheal,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,+L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f102r2.14,+Lc",P|A|1|+L:1/R00
osheedy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f81r.18,+P0",B|B|2|paragraph_continuation:1/R00
osheey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,radial/ring_text,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67v1.24,@Ro",A||4|radial/ring_text:1/R00
oshesy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f72v2.6,&Lz",Z||4|&L:1/R00
osho,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f21v.5,+P0",H|A|1|paragraph_continuation:1/R00
oshol,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f51r.8,+P0",H|A|1|paragraph_continuation:1/R00
osocthor,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f19r.13,+P0",H|A|1|paragraph_continuation:1/R00
osy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,C,1.0,0.0,1,B,1.0,0.0,1,4,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"fRos.58,@L0",C|B|4|label_or_marginal:1/R00
otacphy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f24r.19,+P0",H|A|1|paragraph_continuation:1/R00
otaiindaiin,1,1,R10,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f22v.9,+P0",H|A|1|paragraph_continuation:1/R10
otaiir,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_terminal_or_label,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f25r.7,=Pt",H|A|1|paragraph_terminal_or_label:1/R00
otaim,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f111v.3,+P0",S|B|3|paragraph_continuation:1/R00
otainy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f72r1.17,&Lz",Z||4|&L:1/R00
otairdy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f72r2.14,&Lz",Z||4|&L:1/R00
otairo,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,C,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,circular/diagram_text,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f68v3.14,@Cc",C||4|circular/diagram_text:1/R00
otalalg,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f70v2.2,@Lz",Z||4|label_or_marginal:1/R00
otalaly,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f71r.11,&Lz",Z||4|&L:1/R00
otalar,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f70v2.24,&Lz",Z||4|&L:1/R00
otald,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f70v2.10,&Lz",Z||4|&L:1/R00
otaldal,1,1,R09,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,C,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f70r2.6,+P1",C||4|paragraph_continuation:1/R09
otaleky,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f71r.7,&Lz",Z||4|&L:1/R00
otalody,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,Z,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f71v.14,&Lz",Z||4|&L:1/R00
